"","year","month","T_ID","P_ID","START_CK","RELIEF_CK","CG_CK","HOLD","INN2","BF","PA","AB","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","WP","BK","ERR","R","ER","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","TB_SC_B","TB_SC_T","WLS_D","WLS_L","WLS_ND","WLS_S","WLS_W","KBB"
"4217",2019,6,"WO",62937,2,2,0,0,31,191,42,38,8,3,1,1,0,2,0,0,3,0,1,12,0,0,0,0,4,4,1,0,0,0,1,1,0,1,0,0,2,2,0,0,4,0,0,3.1125
"4218",2019,6,"WO",63342,0,4,0,0,13,89,22,19,5,0,0,1,0,0,0,0,2,0,1,7,0,0,0,0,3,2,0,2,0,0,0,0,1,1,0,0,1,3,0,1,0,3,0,4.21212121212121
"4219",2019,6,"WO",63348,0,2,0,0,6,47,11,9,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,2
"4220",2019,6,"WO",65320,4,0,0,0,66,379,109,97,32,6,0,0,5,0,1,2,8,0,1,17,0,1,0,0,20,15,1,0,0,0,1,1,0,1,0,0,1,3,0,2,1,0,1,2.88275862068966
"4221",2019,6,"WO",67313,6,0,0,0,105,571,147,128,31,2,0,1,1,2,2,1,11,0,5,25,3,2,0,0,13,12,1,2,1,0,0,1,1,0,0,0,2,4,0,2,1,0,3,3.24242424242424
"4222",2019,6,"WO",67365,0,2,0,0,10,56,19,18,7,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,6,5,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3
"4223",2019,6,"WO",67603,3,0,0,0,51,295,69,62,15,2,0,2,1,2,0,1,6,0,0,12,0,0,0,1,8,7,0,0,1,0,0,1,0,1,0,0,2,1,0,0,2,0,1,1.69148936170213
"4224",2019,6,"WO",67828,0,10,0,2,30,155,42,37,7,3,0,0,0,0,0,0,5,0,0,8,0,1,0,0,3,3,2,2,1,0,1,2,2,0,0,0,3,7,0,0,8,0,2,2.15789473684211
"4225",2019,6,"WO",68341,4,0,0,0,63,405,102,87,26,9,0,3,4,3,1,0,14,0,0,20,0,1,0,0,16,16,1,1,1,0,0,0,1,0,0,0,3,1,0,1,2,0,1,1.91666666666667
"4226",2019,6,"WO",69343,5,0,1,0,102,498,129,122,23,2,0,0,2,1,0,0,5,0,2,30,4,1,0,0,3,2,1,1,0,0,1,0,1,1,0,0,3,2,0,0,2,0,3,3.94
"4227",2019,6,"WO",69399,0,1,0,0,0,20,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4228",2019,6,"WO",74359,0,13,0,2,36,156,41,38,4,1,0,0,0,0,1,1,1,0,0,12,0,0,0,0,1,1,4,3,2,0,1,2,1,0,0,0,5,8,0,0,4,8,1,3.44230769230769
"4229",2019,6,"WO",75342,0,5,0,0,15,64,17,17,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,3,2,0,0,5,0,0,2.81538461538462
"4230",2019,6,"WO",76430,0,14,0,11,37,238,52,44,9,1,0,0,2,0,0,0,7,0,1,12,1,0,0,0,2,2,4,3,1,0,2,2,0,2,0,0,6,8,0,0,13,0,1,2.47413793103448
"4231",2019,7,"HH",60140,0,1,0,0,1,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.36231884057971
"4232",2019,7,"HH",60768,0,6,0,0,25,142,32,32,8,0,0,1,2,1,0,0,0,0,0,8,0,0,0,0,2,2,0,2,2,0,0,1,0,0,1,0,1,5,0,0,6,0,0,1.93893129770992
"4233",2019,7,"HH",62611,1,5,0,0,29,150,41,36,7,0,0,0,2,0,0,0,5,0,0,6,1,0,0,1,3,2,0,0,2,2,0,1,0,1,0,0,3,3,0,0,5,0,1,0.945945945945946
"4234",2019,7,"HH",63765,0,8,0,0,25,174,40,30,9,1,0,2,1,0,1,0,9,0,0,5,2,0,0,0,8,8,0,1,2,1,0,1,0,1,2,0,4,4,0,0,8,0,0,1.02702702702703
"4235",2019,7,"HH",64554,0,2,0,0,7,52,17,14,7,0,0,1,0,0,0,0,1,0,2,2,0,0,0,0,7,7,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,1.23529411764706
"4236",2019,7,"HH",64760,0,1,0,0,2,23,5,5,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.11111111111111
"4237",2019,7,"HH",65764,0,4,0,0,32,171,44,37,7,2,0,0,1,1,1,0,6,0,0,11,1,1,0,0,4,4,0,1,1,1,0,1,0,0,0,0,2,2,0,0,4,0,0,1.6875
"4238",2019,7,"HH",65769,4,0,0,0,38,281,75,63,25,4,0,4,1,0,0,0,9,0,3,10,0,0,0,0,22,20,0,1,1,0,0,1,0,0,1,0,2,2,0,4,0,0,0,1.3758389261745
"4239",2019,7,"HH",66741,0,4,0,0,17,90,24,21,7,2,0,1,0,0,0,0,2,0,1,3,1,0,0,0,7,7,0,1,0,0,0,2,0,1,0,0,3,1,0,0,4,0,0,1.71641791044776
"4240",2019,7,"HH",67703,0,7,0,0,23,126,32,26,8,1,0,1,1,0,0,1,4,0,1,5,3,0,0,0,6,6,0,1,1,1,0,1,0,2,1,0,4,3,0,1,6,0,0,1.95652173913043
"4241",2019,7,"HH",67762,0,1,0,0,6,31,8,7,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.07692307692308
"4242",2019,7,"HH",68703,1,1,0,0,17,94,28,25,8,2,0,0,0,0,0,0,2,0,1,2,1,1,0,0,5,5,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1.44117647058824
"4243",2019,7,"HH",69744,5,0,0,0,93,483,134,123,33,8,1,0,2,1,2,1,8,0,0,22,1,2,0,1,20,20,0,1,2,1,0,1,0,0,0,0,2,3,0,3,1,0,1,2.75
"4244",2019,7,"HH",69748,4,0,0,0,68,362,93,82,19,3,1,3,2,2,1,2,7,0,1,19,1,1,0,1,11,11,0,1,0,1,0,0,0,1,1,0,1,3,0,1,3,0,0,1.96385542168675
"4245",2019,7,"HH",69762,3,0,0,0,22,168,35,23,3,1,0,1,0,0,0,1,11,0,0,8,1,0,0,1,3,3,0,0,0,1,0,1,0,1,0,0,2,1,0,1,2,0,0,0.7
"4246",2019,7,"HH",73738,0,10,0,1,21,128,41,38,17,5,0,1,1,0,0,1,1,0,1,4,0,0,0,0,8,8,0,2,2,2,0,2,0,1,1,0,4,6,0,3,6,0,1,2.546875
"4247",2019,7,"HH",73750,0,2,0,0,10,49,14,12,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1.94615384615385
"4248",2019,7,"HH",73801,0,8,0,0,27,165,41,35,13,0,0,2,2,1,3,1,2,0,0,3,2,0,0,0,5,4,0,2,2,0,0,2,0,0,2,0,4,4,0,1,7,0,0,1.5
"4249",2019,7,"HH",74857,0,7,0,0,21,120,28,25,7,2,0,0,0,2,0,1,2,0,0,6,0,0,0,0,2,1,0,0,3,1,0,1,0,1,1,0,4,3,0,0,5,1,1,3.84
"4250",2019,7,"HH",79764,1,0,0,0,11,58,19,18,9,3,0,1,0,1,0,1,0,0,0,2,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1.95205479452055
"4251",2019,7,"HT",60634,0,5,0,1,8,49,13,8,1,1,0,0,0,0,0,1,4,0,0,1,0,0,0,1,4,4,1,0,0,2,1,1,0,0,0,0,5,0,0,1,4,0,0,1.10344827586207
"4252",2019,7,"HT",61643,1,0,0,0,8,46,14,13,6,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.00917431192661
"4253",2019,7,"HT",62754,0,3,0,0,15,107,29,25,10,1,0,1,1,0,0,1,3,0,0,1,0,0,0,1,5,5,0,0,0,0,0,2,1,0,0,0,2,1,0,0,3,0,0,2.69411764705882
"4254",2019,7,"HT",63628,0,6,0,0,18,90,29,24,7,1,1,1,0,0,1,0,1,1,3,3,1,1,0,0,3,3,1,0,0,1,0,3,1,0,0,0,5,1,0,0,6,0,0,1.6
"4255",2019,7,"HT",63638,0,9,0,2,35,144,38,38,6,0,1,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,2,0,0,2,2,1,0,1,1,0,7,2,0,0,8,0,1,2.80645161290323
"4256",2019,7,"HT",64615,1,1,0,0,17,109,31,27,12,4,0,1,0,0,0,1,3,0,0,1,1,0,0,0,8,8,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1.05555555555556
"4257",2019,7,"HT",65643,0,8,0,0,25,145,35,31,9,3,1,0,1,0,0,1,3,0,0,8,1,0,0,0,4,3,1,0,0,2,1,1,0,2,1,0,5,3,0,1,2,5,0,3.6875
"4258",2019,7,"HT",65665,0,5,0,0,22,149,33,29,8,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,3,1,0,0,1,0,2,1,0,0,0,4,1,0,0,5,0,0,1.25
"4259",2019,7,"HT",66609,0,10,0,3,24,142,35,27,3,0,0,0,1,0,0,0,7,0,1,10,0,1,0,0,4,4,1,0,0,2,2,1,0,2,2,0,6,4,0,0,9,0,1,2.5531914893617
"4260",2019,7,"HT",68639,0,5,0,2,12,76,19,18,6,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,1,2,0,0,0,0,1,0,1,1,0,3,2,0,0,5,0,0,1.61538461538462
"4261",2019,7,"HT",69620,2,0,0,0,31,184,49,40,12,1,1,3,0,0,1,2,4,0,2,4,1,0,0,1,9,6,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0.927536231884058
"4262",2019,7,"HT",69640,4,0,0,0,55,348,92,78,23,6,1,1,5,1,1,1,12,0,0,14,0,6,0,1,17,15,1,0,0,0,0,1,1,0,1,0,2,2,0,2,2,0,0,2.08620689655172
"4263",2019,7,"HT",69656,4,0,0,0,77,387,97,89,14,5,0,2,2,1,1,0,7,0,0,26,0,0,0,0,7,7,0,0,0,1,1,0,0,1,1,0,2,2,0,1,0,0,3,2.32203389830508
"4264",2019,7,"HT",77637,4,0,0,0,78,384,98,91,21,5,0,0,1,4,0,2,5,0,0,19,2,0,0,0,7,4,1,0,0,1,1,0,0,1,0,0,3,1,0,1,0,0,3,3.05936073059361
"4265",2019,7,"KT",60337,0,3,0,0,14,65,18,16,4,1,0,0,0,1,0,1,1,0,0,6,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,1,0,0,3,0,0,1.8
"4266",2019,7,"KT",64047,0,1,0,0,4,21,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.38461538461538
"4267",2019,7,"KT",65048,3,0,0,0,47,269,73,64,19,2,0,3,0,0,1,1,7,0,0,14,0,0,0,0,11,10,1,0,0,1,0,1,0,0,0,0,1,2,0,1,1,0,1,1.75510204081633
"4268",2019,7,"KT",65056,0,5,0,0,23,134,36,32,10,2,0,1,0,0,0,0,4,0,0,2,1,0,0,0,5,5,2,0,0,1,0,1,0,0,0,1,2,3,0,1,4,0,0,1.55339805825243
"4269",2019,7,"KT",65058,0,7,0,3,17,98,25,25,8,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0,4,4,2,0,0,0,0,2,1,0,2,0,2,5,0,0,7,0,0,1.69158878504673
"4270",2019,7,"KT",65060,0,12,0,5,40,167,51,47,11,4,0,0,2,0,1,1,1,0,1,8,1,0,0,0,2,2,3,0,0,1,0,2,3,0,2,1,5,7,0,0,10,1,1,1.87301587301587
"4271",2019,7,"KT",65062,0,3,0,1,7,36,9,6,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,3.96666666666667
"4272",2019,7,"KT",65516,3,0,0,0,42,267,64,53,16,0,1,2,0,0,0,1,8,0,2,9,3,1,0,0,10,10,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,0,2,1.42727272727273
"4273",2019,7,"KT",67008,0,10,0,0,33,188,56,48,16,4,0,1,0,0,0,1,7,1,0,6,0,2,0,0,9,8,3,0,0,1,0,2,2,0,2,0,4,6,0,0,3,7,0,1.5
"4274",2019,7,"KT",67048,0,1,0,0,2,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.125
"4275",2019,7,"KT",68043,4,0,0,0,77,379,113,102,31,4,0,2,4,0,1,0,9,0,1,12,3,0,0,0,11,11,2,0,0,0,0,1,0,0,1,0,2,2,0,1,1,0,2,1.17857142857143
"4276",2019,7,"KT",69032,4,0,0,0,78,411,107,95,21,0,0,4,3,1,1,1,7,0,3,21,2,0,0,1,9,9,0,0,0,1,0,0,1,0,1,1,3,1,0,1,1,0,2,2.31645569620253
"4277",2019,7,"KT",69045,4,0,0,0,74,385,103,99,26,1,1,4,0,0,0,0,2,0,2,13,2,0,0,0,14,14,2,0,0,0,0,1,1,0,0,0,1,3,0,1,0,0,3,4.48717948717949
"4278",2019,7,"KT",75340,0,10,0,5,26,146,37,35,10,3,0,1,0,1,0,0,2,1,0,9,0,1,0,0,5,5,3,0,0,2,0,1,1,0,2,1,6,4,0,1,9,0,0,1.8
"4279",2019,7,"LG",60140,0,2,0,0,3,28,8,8,6,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2.36231884057971
"4280",2019,7,"LG",60845,0,7,0,2,15,91,23,17,6,0,1,1,1,1,1,1,3,0,1,4,0,1,0,0,3,3,2,1,1,0,0,0,0,1,1,1,4,3,0,0,7,0,0,1.8936170212766
"4281",2019,7,"LG",61101,1,3,0,1,28,183,45,37,10,6,0,0,3,0,0,1,5,0,2,7,0,0,0,0,6,6,0,1,1,0,0,0,1,1,0,0,1,3,0,0,4,0,0,2.19251336898396
"4282",2019,7,"LG",61145,3,0,0,0,47,242,62,52,12,3,0,3,0,3,1,0,9,0,0,9,2,0,0,0,12,12,1,0,0,0,0,0,1,1,0,0,2,1,0,1,1,0,1,0.786666666666667
"4283",2019,7,"LG",63111,1,0,0,0,18,88,23,20,2,0,0,0,0,1,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.82781456953642
"4284",2019,7,"LG",66145,1,6,0,0,39,207,59,51,19,3,0,0,1,0,2,1,5,0,0,4,1,0,0,1,10,10,1,1,0,0,0,0,1,2,1,1,4,3,0,3,4,0,0,1.4344262295082
"4285",2019,7,"LG",67119,0,7,0,0,24,116,29,27,4,0,0,0,0,0,0,0,2,0,0,6,1,0,0,1,0,0,1,1,2,0,0,0,0,1,2,0,3,4,0,0,1,6,0,1.825
"4286",2019,7,"LG",68135,4,0,0,0,78,395,108,97,22,2,0,0,6,0,1,1,7,0,2,24,3,1,0,1,10,8,1,1,1,0,0,0,0,0,1,0,2,2,0,0,1,0,3,3.34
"4287",2019,7,"LG",69103,4,0,0,0,74,359,102,95,24,5,0,0,1,0,0,2,4,0,1,17,1,3,0,0,9,3,1,0,1,0,0,0,1,0,1,0,3,1,0,1,0,0,3,3.16666666666667
"4288",2019,7,"LG",69111,0,3,0,0,13,61,18,16,4,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,3,3,0,2,0,0,0,0,1,0,0,0,1,2,0,0,3,0,0,1.33333333333333
"4289",2019,7,"LG",69159,0,4,0,1,11,84,22,20,10,2,0,1,0,1,0,0,2,0,0,4,0,0,0,0,6,6,1,1,0,0,0,0,0,1,1,0,2,2,0,1,3,0,0,1.90322580645161
"4290",2019,7,"LG",73801,0,1,0,0,0,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.5
"4291",2019,7,"LG",76355,0,4,0,0,7,34,10,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,2,1,0,0,2,2,0,0,4,0,0,2.44262295081967
"4292",2019,7,"LG",76455,4,0,0,0,69,383,101,93,27,0,0,7,3,1,0,0,7,0,1,20,2,2,0,0,17,16,0,1,0,0,0,0,0,1,1,1,2,2,0,2,1,0,1,2.18587360594796
"4293",2019,7,"LG",76650,0,11,0,3,19,101,29,28,9,0,0,2,0,0,0,1,0,0,0,8,0,0,0,0,6,6,2,1,2,0,0,0,1,2,2,1,6,5,0,0,10,0,1,2.28089887640449
"4294",2019,7,"LG",79140,0,1,0,0,7,38,12,11,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.96491228070175
"4295",2019,7,"LG",79825,0,7,0,0,22,105,29,26,5,0,0,1,0,0,0,1,2,0,0,6,0,1,0,0,2,1,1,1,0,0,0,0,1,2,1,1,4,3,0,0,7,0,0,2.34782608695652
"4296",2019,7,"LT",60559,0,8,0,1,20,128,34,26,6,2,0,2,3,0,0,1,5,0,2,9,0,0,0,0,6,5,0,1,0,0,0,0,2,3,1,1,3,5,0,0,8,0,0,1.71428571428571
"4297",2019,7,"LT",62655,0,1,0,0,3,30,7,7,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2.22222222222222
"4298",2019,7,"LT",63512,0,8,0,1,24,129,30,30,8,0,0,1,0,0,0,0,0,0,0,11,1,2,0,0,1,1,0,2,0,0,0,1,1,3,1,0,4,4,0,0,5,2,1,1.99212598425197
"4299",2019,7,"LT",63543,0,2,0,0,2,7,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2.45
"4300",2019,7,"LT",64021,4,0,0,0,63,326,90,79,21,6,2,3,2,0,1,1,9,0,0,13,3,1,0,0,14,11,0,0,0,0,0,0,1,1,1,1,1,3,0,2,1,0,1,1.9639175257732
"4301",2019,7,"LT",64718,0,1,0,0,6,48,11,9,3,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2.18181818181818
"4302",2019,7,"LT",65067,0,1,0,0,3,20,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.27777777777778
"4303",2019,7,"LT",65509,0,5,0,0,17,92,25,20,3,1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,3,0,0,0,0,0,1,1,2,0,1,2,3,0,0,5,0,0,0.75
"4304",2019,7,"LT",65546,4,0,0,0,73,407,111,100,29,4,0,0,3,0,1,0,8,0,2,15,3,3,0,1,13,12,0,1,0,0,0,0,1,1,0,1,2,2,0,2,1,0,1,2.9018691588785
"4305",2019,7,"LT",68556,0,8,0,0,23,101,30,25,7,0,0,2,0,0,1,1,2,1,1,5,3,0,0,0,2,2,0,0,0,0,0,1,1,4,2,0,4,4,0,0,8,0,0,1.125
"4306",2019,7,"LT",69539,3,0,0,0,38,243,60,52,20,4,1,3,1,1,1,0,5,0,2,5,4,0,0,0,13,13,0,0,0,0,0,1,0,1,1,0,1,2,0,2,1,0,0,1.64285714285714
"4307",2019,7,"LT",69861,4,0,0,0,64,367,95,87,28,2,0,1,1,2,0,2,6,0,0,9,1,2,0,0,13,12,0,1,0,0,0,1,0,2,0,0,2,2,0,3,1,0,0,2.925
"4308",2019,7,"LT",72523,0,10,0,1,22,147,36,28,9,0,1,2,0,0,2,1,5,0,0,4,1,1,0,2,7,6,0,1,0,0,0,1,2,3,1,2,5,5,0,2,7,0,1,1.71551724137931
"4309",2019,7,"LT",75321,0,7,0,0,25,116,33,29,4,1,0,0,0,0,0,0,3,1,1,9,1,0,0,1,1,1,0,2,0,0,0,0,1,3,0,1,3,4,0,1,6,0,0,2.89189189189189
"4310",2019,7,"LT",77318,3,0,0,0,45,258,71,62,20,5,0,2,1,1,1,0,7,1,1,9,3,3,0,0,14,14,0,0,0,0,0,0,1,1,0,1,2,1,0,2,1,0,0,1.85945945945946
"4311",2019,7,"LT",79545,0,10,0,1,34,208,51,45,12,5,0,0,0,0,1,0,5,1,0,8,1,1,0,0,5,5,0,1,0,0,0,1,2,3,2,1,5,5,0,0,10,0,0,1.37254901960784
"4312",2019,7,"NC",60263,3,0,0,0,55,284,79,71,22,1,2,0,3,2,0,2,4,0,2,8,1,2,0,1,9,9,1,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,2,2.37089201877934
"4313",2019,7,"NC",60339,0,10,0,3,27,153,36,30,6,2,0,0,0,0,0,1,4,0,1,5,1,1,0,0,2,2,1,2,2,0,1,0,1,0,2,1,5,5,0,1,9,0,0,1.4625
"4314",2019,7,"NC",61329,0,3,0,0,7,43,11,10,4,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,2,1,1,0,2,0,0,2.05714285714286
"4315",2019,7,"NC",62920,0,5,0,0,11,88,21,19,8,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0,5,5,0,1,2,0,1,0,0,0,1,0,3,2,0,0,5,0,0,1.18181818181818
"4316",2019,7,"NC",63936,0,1,0,0,2,26,5,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.818181818181818
"4317",2019,7,"NC",63950,0,5,0,2,16,93,21,19,3,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,2,0,2,0,0,1,0,0,0,2,0,2,3,0,1,4,0,0,1.65161290322581
"4318",2019,7,"NC",63991,3,2,0,0,63,303,85,78,21,5,0,1,1,2,2,0,2,0,3,11,1,1,0,0,5,5,0,1,1,0,1,0,1,0,0,1,2,3,0,0,3,0,2,2.83333333333333
"4319",2019,7,"NC",64995,0,3,0,0,4,47,10,5,1,0,0,0,1,0,0,0,4,0,1,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,2,1,0,1,2,0,0,1.5
"4320",2019,7,"NC",65042,0,3,0,0,8,46,11,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,3,0,0,1.2258064516129
"4321",2019,7,"NC",65933,4,0,0,0,78,390,102,89,14,2,1,1,0,0,0,1,11,0,1,25,2,1,0,0,6,6,1,1,0,0,1,0,0,0,0,1,0,4,0,1,0,0,3,2.6
"4322",2019,7,"NC",66920,2,5,0,2,35,208,52,42,8,3,0,0,1,1,1,0,7,0,2,8,0,1,0,1,6,3,2,0,2,0,0,0,1,0,1,1,4,3,0,0,7,0,0,1.47474747474747
"4323",2019,7,"NC",68900,0,6,0,1,11,55,13,12,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,2,4,0,0,6,0,0,1.82857142857143
"4324",2019,7,"NC",69940,4,0,0,0,67,356,99,89,30,6,0,2,1,1,2,1,6,0,1,13,3,2,0,0,15,14,0,1,1,0,0,0,0,0,1,1,2,2,0,2,2,0,0,2.78260869565217
"4325",2019,7,"NC",69953,3,0,0,0,54,284,76,69,17,3,0,0,1,0,0,1,5,0,1,19,1,1,0,0,8,8,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,3,2.54545454545455
"4326",2019,7,"NC",75867,0,6,0,1,16,101,24,20,4,1,0,0,2,1,1,0,2,0,1,6,0,0,0,0,3,3,0,1,1,0,0,0,1,0,2,1,4,2,0,0,6,0,0,3.6025641025641
"4327",2019,7,"NC",76118,0,8,0,0,23,119,33,29,7,0,0,0,0,0,0,1,3,0,0,5,1,0,0,0,4,2,2,2,1,0,0,0,1,0,2,0,4,4,0,0,3,5,0,3.03529411764706
"4328",2019,7,"NC",76757,0,4,0,0,14,80,26,22,8,0,1,0,0,0,0,1,3,0,0,1,1,0,0,1,6,3,1,0,1,0,0,0,1,0,0,1,2,2,0,0,4,0,0,1.49056603773585
"4329",2019,7,"NC",78352,0,5,0,1,7,40,10,7,2,1,0,0,1,0,1,0,2,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,1,2,3,0,1,4,0,0,2.56944444444444
"4330",2019,7,"NC",79358,0,5,0,0,13,76,18,17,4,1,1,0,0,0,0,0,1,0,0,5,0,1,0,0,2,2,1,0,1,0,0,0,2,0,0,1,3,2,0,0,5,0,0,2.0952380952381
"4331",2019,7,"OB",62242,0,9,0,0,30,145,38,36,9,0,0,0,2,1,0,0,2,0,0,4,1,1,0,0,2,2,0,1,1,0,2,1,0,3,0,1,5,4,0,0,8,0,1,2.275
"4332",2019,7,"OB",62951,0,7,0,0,24,119,34,30,7,0,0,1,0,0,0,0,3,1,1,5,2,1,0,1,3,1,0,0,1,1,1,1,0,1,0,2,2,5,0,0,4,3,0,1.140625
"4333",2019,7,"OB",63248,0,8,0,1,19,112,27,22,3,0,0,2,0,0,0,0,5,0,0,7,0,0,0,0,3,3,0,1,2,1,1,1,0,1,0,1,4,4,0,0,8,0,0,1.8974358974359
"4334",2019,7,"OB",65543,4,0,0,0,72,395,97,91,22,5,0,2,4,1,1,1,3,0,1,27,1,2,0,1,7,6,0,0,0,1,1,1,0,0,0,1,0,4,0,0,0,0,4,3.51851851851852
"4335",2019,7,"OB",66291,4,0,0,0,66,363,93,81,17,3,0,0,2,0,1,0,9,0,2,18,1,0,0,0,7,7,0,1,0,0,1,0,0,1,0,1,2,2,0,0,3,0,1,1.50595238095238
"4336",2019,7,"OB",67263,0,7,0,2,30,197,45,41,11,4,0,0,0,0,0,0,4,1,0,7,0,0,0,0,3,3,0,0,1,0,1,1,0,2,0,2,3,4,0,0,5,1,1,2.76923076923077
"4337",2019,7,"OB",67266,0,8,0,2,26,126,34,31,8,1,0,1,0,0,1,0,1,0,1,3,1,1,0,0,3,3,0,1,1,1,1,2,0,1,0,1,3,5,0,1,7,0,0,2.27868852459016
"4338",2019,7,"OB",68240,2,0,0,0,18,116,31,27,12,4,0,1,2,0,1,0,2,0,1,5,2,0,0,1,10,10,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,2.88235294117647
"4339",2019,7,"OB",70425,0,3,0,0,14,72,20,19,6,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,1,0,0,1,0,1,0,0,2,1,0,0,3,0,0,2.6
"4340",2019,7,"OB",72447,0,7,0,0,15,71,20,18,3,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,1,0,1,2,1,0,1,0,2,0,0,5,2,0,0,7,0,0,2.03076923076923
"4341",2019,7,"OB",73248,0,6,0,1,21,103,29,27,5,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,3,2,0,0,2,1,1,1,0,0,0,1,2,4,0,1,4,1,0,2.15384615384615
