"PA","BB_rate","HR_rate","AVG","OBP","SLG","OPS","SB_rate","BABIP","H2_rate","H3_rate","T_ID","year","month","P_ID","BAT_ORDER","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO"
6,0.0681818181818182,0.111111111111111,0.402439024390244,0.443181818181818,0.670731707317073,1.11391352549889,0.0227272727272727,0.311258278145695,0.333333333333333,0,"SS",2020,8,64468,4,5,0,2,2,2,0,6,4,0,4
6,0.0681818181818182,0.111111111111111,0.402439024390244,0.443181818181818,0.670731707317073,1.11391352549889,0.0227272727272727,0.311258278145695,0.333333333333333,0,"SS",2020,9,64468,4,3,4,4,2,2,4,4,2,0,2
4,0.0681818181818182,0.111111111111111,0.603658536585366,0.630681818181818,1.00609756097561,1.63677937915743,0.0227272727272727,0.311258278145695,0.333333333333333,0,"SS",2020,10,64468,4,3,1,2,3,3,5,0,4,0,0
0,0.0416666666666667,0,Inf,Inf,Inf,Inf,0,0.293103448275862,0.6,0,"SS",2020,7,64469,7,2,2,0,0,0,1,0,0,0,1
0,0.0416666666666667,0,Inf,Inf,Inf,Inf,0,0.293103448275862,0.6,0,"SS",2020,8,64469,7,5,0,2,2,2,0,6,4,0,4
0,0.0416666666666667,0,Inf,Inf,Inf,Inf,0,0.293103448275862,0.6,0,"SS",2020,9,64469,7,3,4,4,2,2,4,4,2,0,2
0,0.0416666666666667,0,Inf,Inf,Inf,Inf,0,0.293103448275862,0.6,0,"SS",2020,10,64469,7,3,1,2,3,3,5,0,4,0,0
0,0,0,0,0,0,0,0,0.276315789473684,0,0,"SS",2020,7,64499,0,2,2,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0.276315789473684,0,0,"SS",2020,10,64499,0,3,1,2,3,3,5,0,4,0,0
0,0,0,Inf,Inf,Inf,Inf,0,0.272727272727273,0,0,"LT",2020,7,64501,0,0,1,0,0,0,1,0,1,0,3
0,0,0,Inf,Inf,Inf,Inf,0,0.272727272727273,0,0,"LT",2020,8,64501,0,2,2,0,0,0,2,6,4,2,5
0,0,0,Inf,Inf,Inf,Inf,0,0.272727272727273,0,0,"LT",2020,9,64501,0,2,5,4,6,0,5,0,2,2,2
0,0,0,Inf,Inf,Inf,Inf,0,0.272727272727273,0,0,"LT",2020,10,64501,0,3,1,3,4,0,5,2,4,3,0
1,0.116279069767442,0,0,0.13953488372093,0,0.13953488372093,0.0232558139534884,0.300518134715026,0.153846153846154,0,"LT",2020,7,64504,0,0,1,0,0,0,1,0,1,0,3
0,0.116279069767442,0,0,0,0,0,0.0232558139534884,0.300518134715026,0.153846153846154,0,"LT",2020,8,64504,0,2,2,0,0,0,2,6,4,2,5
3,0.116279069767442,0,0,0.13953488372093,0,0.13953488372093,0.0232558139534884,0.300518134715026,0.153846153846154,0,"LT",2020,9,64504,0,2,5,4,6,0,5,0,2,2,2
3,0.116279069767442,0,0,0.13953488372093,0,0.13953488372093,0.0232558139534884,0.300518134715026,0.153846153846154,0,"LT",2020,10,64504,0,3,1,3,4,0,5,2,4,3,0
0,0.1,0,0,0,0,0,0.02,0.331536388140162,0.1875,0.0625,"HT",2020,7,64560,1,2,0,1,0,1,0,0,0,2,0
3,0.1,0,0,0.12,0,0.12,0.02,0.331536388140162,0.1875,0.0625,"HT",2020,8,64560,1,0,0,2,8,2,4,2,5,0,2
0,0.1,0,0,0,0,0,0.02,0.331536388140162,0.1875,0.0625,"HT",2020,9,64560,1,4,0,2,2,5,2,2,2,4,4
0,0.1,0,0,0,0,0,0.02,0.331536388140162,0.1875,0.0625,"HT",2020,10,64560,1,5,0,2,3,1,5,3,3,1,1
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,7,64565,0,0,1,0,0,0,1,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,8,64565,0,2,2,0,0,0,2,6,4,2,5
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,9,64565,0,2,5,4,6,0,5,0,2,2,2
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,10,64565,0,3,1,3,4,0,5,2,4,3,0
56,0.0513833992094862,0.0508474576271186,0.257827115221088,0.295962480842139,0.336486235119048,0.632448715961187,0.0434782608695652,0.296754250386399,0.152542372881356,0,"HT",2020,7,64646,8,2,0,1,0,1,0,0,0,2,0
113,0.0513833992094862,0.0508474576271186,0.255545459334176,0.293798064190523,0.333508480825959,0.627306545016482,0.0434782608695652,0.296754250386399,0.152542372881356,0,"HT",2020,8,64646,8,0,0,2,8,2,4,2,5,0,2
124,0.0513833992094862,0.0508474576271186,0.250789650537634,0.289286625015938,0.327301747311828,0.616588372327766,0.0434782608695652,0.296754250386399,0.152542372881356,0,"HT",2020,9,64646,8,4,0,2,2,5,2,2,2,4,4
110,0.0513833992094862,0.0508474576271186,0.252418154761905,0.290831451157538,0.329427083333333,0.620258534490872,0.0434782608695652,0.296754250386399,0.152542372881356,0,"HT",2020,10,64646,8,5,0,2,3,1,5,3,3,1,1
2,0.168421052631579,0,0,0.205263157894737,0,0.205263157894737,0.0105263157894737,0.294685990338164,0.161290322580645,0,"WO",2020,7,64657,9,0,0,0,0,3,0,3,0,1,0
1,0.168421052631579,0,0,0.205263157894737,0,0.205263157894737,0.0105263157894737,0.294685990338164,0.161290322580645,0,"WO",2020,8,64657,9,3,2,5,5,5,2,0,0,4,0
0,0.168421052631579,0,0,0,0,0,0.0105263157894737,0.294685990338164,0.161290322580645,0,"WO",2020,9,64657,9,4,4,2,2,2,2,5,4,2,0
0,0.168421052631579,0,0,0,0,0,0.0105263157894737,0.294685990338164,0.161290322580645,0,"WO",2020,10,64657,9,3,1,3,0,0,3,5,3,0,0
22,0.0769230769230769,0,0.256916996047431,0.342657342657343,0.3133608815427,0.656018224200043,0.0192307692307692,0.34375,0.272727272727273,0,"HH",2020,7,64704,3,0,2,0,1,0,0,0,3,2,0
30,0.0769230769230769,0,0.226086956521739,0.315384615384615,0.275757575757576,0.591142191142191,0.0192307692307692,0.34375,0.272727272727273,0,"HH",2020,8,64704,3,0,0,3,3,2,4,0,2,5,3
37,0.0769230769230769,0,0.244418331374853,0.331600831600832,0.298116298116298,0.62971712971713,0.0192307692307692,0.34375,0.272727272727273,0,"HH",2020,9,64704,3,0,4,2,2,2,2,6,2,3,4
30,0.0769230769230769,0,0.226086956521739,0.315384615384615,0.275757575757576,0.591142191142191,0.0192307692307692,0.34375,0.272727272727273,0,"HH",2020,10,64704,3,0,5,2,1,3,1,4,0,3,3
0,0.272727272727273,0,0,0,0,0,0,0.329004329004329,0,0,"LT",2020,7,64717,0,0,1,0,0,0,1,0,1,0,3
2,0.272727272727273,0,0,0.272727272727273,0,0.272727272727273,0,0.329004329004329,0,0,"LT",2020,8,64717,0,2,2,0,0,0,2,6,4,2,5
2,0.272727272727273,0,0,0.272727272727273,0,0.272727272727273,0,0.329004329004329,0,0,"LT",2020,9,64717,0,2,5,4,6,0,5,0,2,2,2
2,0.272727272727273,0,0,0.272727272727273,0,0.272727272727273,0,0.329004329004329,0,0,"LT",2020,10,64717,0,3,1,3,4,0,5,2,4,3,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,7,64768,0,3,0,1,3,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,8,64768,0,2,5,4,0,4,2,2,0,4,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,9,64768,0,2,2,5,4,2,4,2,0,2,4
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,10,64768,0,0,3,3,0,4,1,3,0,4,3
0,0.0909090909090909,0,0,0,0,0,0,0.290909090909091,0,0,"SS",2020,7,64793,8,2,2,0,0,0,1,0,0,0,1
0,0.0909090909090909,0,0,0,0,0,0,0.290909090909091,0,0,"SS",2020,8,64793,8,5,0,2,2,2,0,6,4,0,4
0,0.0909090909090909,0,0,0,0,0,0,0.290909090909091,0,0,"SS",2020,9,64793,8,3,4,4,2,2,4,4,2,0,2
0,0.0909090909090909,0,0,0,0,0,0,0.290909090909091,0,0,"SS",2020,10,64793,8,3,1,2,3,3,5,0,4,0,0
10,0.135922330097087,0,0,0.140776699029126,0,0.140776699029126,0.0388349514563107,0.353319057815846,0.12280701754386,0,"KT",2020,7,64868,1,0,1,0,1,0,3,0,1,0,0
11,0.135922330097087,0,0,0.140776699029126,0,0.140776699029126,0.0388349514563107,0.353319057815846,0.12280701754386,0,"KT",2020,8,64868,1,3,2,0,2,0,2,3,4,2,5
9,0.135922330097087,0,0,0.140776699029126,0,0.140776699029126,0.0388349514563107,0.353319057815846,0.12280701754386,0,"KT",2020,9,64868,1,2,2,0,2,4,2,4,5,4,2
8,0.135922330097087,0,0,0.140776699029126,0,0.140776699029126,0.0388349514563107,0.353319057815846,0.12280701754386,0,"KT",2020,10,64868,1,2,2,0,5,3,0,4,3,2,3
0,0,0,0,0,0,0,0,0.111111111111111,1,0,"SK",2020,7,64890,8,3,0,1,3,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0.111111111111111,1,0,"SK",2020,8,64890,8,2,5,4,0,4,2,2,0,4,0
0,0,0,0,0,0,0,0,0.111111111111111,1,0,"SK",2020,9,64890,8,2,2,5,4,2,4,2,0,2,4
0,0,0,0,0,0,0,0,0.111111111111111,1,0,"SK",2020,10,64890,8,0,3,3,0,4,1,3,0,4,3
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,7,64893,8,3,0,1,3,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,8,64893,8,2,5,4,0,4,2,2,0,4,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,9,64893,8,2,2,5,4,2,4,2,0,2,4
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,10,64893,8,0,3,3,0,4,1,3,0,4,3
0,0,0,0,0,0,0,0,0.307692307692308,0,0,"KT",2020,7,64906,8,0,1,0,1,0,3,0,1,0,0
0,0,0,0,0,0,0,0,0.307692307692308,0,0,"KT",2020,8,64906,8,3,2,0,2,0,2,3,4,2,5
0,0,0,0,0,0,0,0,0.307692307692308,0,0,"KT",2020,9,64906,8,2,2,0,2,4,2,4,5,4,2
0,0,0,0,0,0,0,0,0.307692307692308,0,0,"KT",2020,10,64906,8,2,2,0,5,3,0,4,3,2,3
4,0.0454545454545455,0.0555555555555556,0.831932773109244,0.839572192513369,1.10924369747899,1.94881588999236,0.0454545454545455,0.321428571428571,0.0555555555555556,0.0555555555555556,"NC",2020,7,64984,9,0,0,3,0,1,0,1,0,1,0
7,0.0454545454545455,0.0555555555555556,0.633853541416567,0.650496562261268,0.845138055222089,1.49563461748336,0.0454545454545455,0.321428571428571,0.0555555555555556,0.0555555555555556,"NC",2020,8,64984,9,4,4,2,3,2,0,4,2,0,2
7,0.0454545454545455,0.0555555555555556,0.633853541416567,0.650496562261268,0.845138055222089,1.49563461748336,0.0454545454545455,0.321428571428571,0.0555555555555556,0.0555555555555556,"NC",2020,9,64984,9,2,2,2,4,5,0,2,4,4,2
7,0.0454545454545455,0.0555555555555556,0.633853541416567,0.650496562261268,0.845138055222089,1.49563461748336,0.0454545454545455,0.321428571428571,0.0555555555555556,0.0555555555555556,"NC",2020,10,64984,9,1,5,0,5,5,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,"NC",2020,7,64995,0,0,0,3,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,"NC",2020,10,64995,0,1,5,0,5,5,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,"NC",2020,7,65042,0,0,0,3,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,"NC",2020,8,65042,0,4,4,2,3,2,0,4,2,0,2
0,0,0,0,0,0,0,0,0,0,0,"NC",2020,9,65042,0,2,2,2,4,5,0,2,4,4,2
0,0,0,0,0,0,0,0,0,0,0,"NC",2020,10,65042,0,1,5,0,5,5,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,7,65060,4,0,1,0,1,0,3,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,8,65060,4,3,2,0,2,0,2,3,4,2,5
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,9,65060,4,2,2,0,2,4,2,4,5,4,2
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,10,65060,4,2,2,0,5,3,0,4,3,2,3
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,7,65062,4,0,1,0,1,0,3,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,8,65062,4,3,2,0,2,0,2,3,4,2,5
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,9,65062,4,2,2,0,2,4,2,4,5,4,2
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,10,65062,4,2,2,0,5,3,0,4,3,2,3
0,0.102564102564103,0,0,0,0,0,0,0.306451612903226,0.142857142857143,0,"LG",2020,7,65109,8,1,0,1,0,0,0,3,3,0,0
0,0.102564102564103,0,0,0,0,0,0,0.306451612903226,0.142857142857143,0,"LG",2020,8,65109,8,3,8,2,0,0,3,2,0,2,5
0,0.102564102564103,0,0,0,0,0,0,0.306451612903226,0.142857142857143,0,"LG",2020,9,65109,8,2,2,2,0,6,4,2,4,2,2
0,0.102564102564103,0,0,0,0,0,0,0.306451612903226,0.142857142857143,0,"LG",2020,10,65109,8,1,3,5,0,4,5,0,0,3,0
0,0,0,0,0,0,0,0,0.235294117647059,0,0,"LG",2020,7,65136,3,1,0,1,0,0,0,3,3,0,0
0,0,0,0,0,0,0,0,0.235294117647059,0,0,"LG",2020,8,65136,3,3,8,2,0,0,3,2,0,2,5
0,0,0,0,0,0,0,0,0.235294117647059,0,0,"LG",2020,9,65136,3,2,2,2,0,6,4,2,4,2,2
0,0,0,0,0,0,0,0,0.235294117647059,0,0,"LG",2020,10,65136,3,1,3,5,0,4,5,0,0,3,0
0,0,0,0,0,0,0,0.5,0.287878787878788,0,0,"LG",2020,7,65207,3,1,0,1,0,0,0,3,3,0,0
0,0,0,0,0,0,0,0.5,0.287878787878788,0,0,"LG",2020,8,65207,3,3,8,2,0,0,3,2,0,2,5
0,0,0,0,0,0,0,0.5,0.287878787878788,0,0,"LG",2020,9,65207,3,2,2,2,0,6,4,2,4,2,2
0,0,0,0,0,0,0,0.5,0.287878787878788,0,0,"LG",2020,10,65207,3,1,3,5,0,4,5,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,7,65398,0,0,0,0,0,3,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,8,65398,0,3,2,5,5,5,2,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,9,65398,0,4,4,2,2,2,2,5,4,2,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,10,65398,0,3,1,3,0,0,3,5,3,0,0
8,0.102362204724409,0.1,0.156096361848574,0.249125109361329,0.206302794022092,0.455427903383422,0,0.314935064935065,0.0333333333333333,0,"WO",2020,7,65399,5,0,0,0,0,3,0,3,0,1,0
0,0.102362204724409,0.1,0,0,0,0,0,0.314935064935065,0.0333333333333333,0,"WO",2020,8,65399,5,3,2,5,5,5,2,0,0,4,0
10,0.102362204724409,0.1,0.249754178957719,0.332458442694663,0.330084470435347,0.66254291313001,0,0.314935064935065,0.0333333333333333,0,"WO",2020,9,65399,5,4,4,2,2,2,2,5,4,2,0
6,0.102362204724409,0.1,0.208128482464766,0.295421405657626,0.275070392029456,0.570491797687082,0,0.314935064935065,0.0333333333333333,0,"WO",2020,10,65399,5,3,1,3,0,0,3,5,3,0,0
2,0.0465116279069767,0.142857142857143,3.05894308943089,2.96317829457364,4.36991869918699,7.33309699376064,0,0.357142857142857,0,0,"HT",2020,7,65464,9,2,0,1,0,1,0,0,0,2,0
5,0.0465116279069767,0.142857142857143,1.46829268292683,1.44651162790698,2.09756097560976,3.54407260351673,0,0.357142857142857,0,0,"HT",2020,8,65464,9,0,0,2,8,2,4,2,5,0,2
3,0.0465116279069767,0.142857142857143,2.03929539295393,1.99095607235142,2.91327913279133,4.90423520514275,0,0.357142857142857,0,0,"HT",2020,9,65464,9,4,0,2,2,5,2,2,2,4,4
2,0.0465116279069767,0.142857142857143,3.05894308943089,2.96317829457364,4.36991869918699,7.33309699376064,0,0.357142857142857,0,0,"HT",2020,10,65464,9,5,0,2,3,1,5,3,3,1,1
0,0,0,0,0,0,0,0,0,0,0,"SS",2020,7,65496,0,2,2,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,"SS",2020,8,65496,0,5,0,2,2,2,0,6,4,0,4
0,0,0,0,0,0,0,0,0,0,0,"SS",2020,9,65496,0,3,4,4,2,2,4,4,2,0,2
0,0,0,0,0,0,0,0,0,0,0,"SS",2020,10,65496,0,3,1,2,3,3,5,0,4,0,0
5,0,0.333333333333333,0,0,0,0,0,0.133333333333333,0,0,"HH",2020,7,65503,4,0,2,0,1,0,0,0,3,2,0
14,0,0.333333333333333,0.107142857142857,0.107142857142857,0.214285714285714,0.321428571428571,0,0.133333333333333,0,0,"HH",2020,8,65503,4,0,0,3,3,2,4,0,2,5,3
17,0,0.333333333333333,0.088235294117647,0.088235294117647,0.176470588235294,0.264705882352941,0,0.133333333333333,0,0,"HH",2020,9,65503,4,0,4,2,2,2,2,6,2,3,4
14,0,0.333333333333333,0.107142857142857,0.107142857142857,0.214285714285714,0.321428571428571,0,0.133333333333333,0,0,"HH",2020,10,65503,4,0,5,2,1,3,1,4,0,3,3
2,0.102564102564103,0,0,0.153846153846154,0,0.153846153846154,0.102564102564103,0.302325581395349,0,0,"LT",2020,7,65506,7,0,1,0,0,0,1,0,1,0,3
1,0.102564102564103,0,0,0.153846153846154,0,0.153846153846154,0.102564102564103,0.302325581395349,0,0,"LT",2020,8,65506,7,2,2,0,0,0,2,6,4,2,5
0,0.102564102564103,0,0,0,0,0,0.102564102564103,0.302325581395349,0,0,"LT",2020,9,65506,7,2,5,4,6,0,5,0,2,2,2
0,0.102564102564103,0,0,0,0,0,0.102564102564103,0.302325581395349,0,0,"LT",2020,10,65506,7,3,1,3,4,0,5,2,4,3,0
3,0.153846153846154,0,0.825396825396826,0.858974358974359,0.787878787878788,1.64685314685315,0.115384615384615,0.357512953367876,0,0,"LT",2020,7,65515,0,0,1,0,0,0,1,0,1,0,3
7,0.153846153846154,0,0.530612244897959,0.620879120879121,0.506493506493507,1.12737262737263,0.115384615384615,0.357512953367876,0,0,"LT",2020,8,65515,0,2,2,0,0,0,2,6,4,2,5
3,0.153846153846154,0,0.825396825396826,0.858974358974359,0.787878787878788,1.64685314685315,0.115384615384615,0.357512953367876,0,0,"LT",2020,9,65515,0,2,5,4,6,0,5,0,2,2,2
3,0.153846153846154,0,0.825396825396826,0.858974358974359,0.787878787878788,1.64685314685315,0.115384615384615,0.357512953367876,0,0,"LT",2020,10,65515,0,3,1,3,4,0,5,2,4,3,0
32,0.0588235294117647,0.0714285714285714,0.28785679729076,0.33393665158371,0.415464743589743,0.749401395173454,0.0117647058823529,0.359116022099448,0.19047619047619,0.0238095238095238,"WO",2020,7,65586,8,0,0,0,0,3,0,3,0,1,0
63,0.0588235294117647,0.0714285714285714,0.274149330753104,0.321116138763198,0.395680708180708,0.716796846943906,0.0117647058823529,0.359116022099448,0.19047619047619,0.0238095238095238,"WO",2020,8,65586,8,3,2,5,5,5,2,0,0,4,0
68,0.0588235294117647,0.0714285714285714,0.27092404450895,0.318099547511312,0.391025641025641,0.709125188536953,0.0117647058823529,0.359116022099448,0.19047619047619,0.0238095238095238,"WO",2020,9,65586,8,4,4,2,2,2,2,5,4,2,0
45,0.0588235294117647,0.0714285714285714,0.281459979573187,0.327953745600804,0.406232193732194,0.734185939332998,0.0117647058823529,0.359116022099448,0.19047619047619,0.0238095238095238,"WO",2020,10,65586,8,3,1,3,0,0,3,5,3,0,0
0,0.136363636363636,0.230769230769231,Inf,Inf,Inf,Inf,0,0.26984126984127,0.153846153846154,0,"HT",2020,7,65610,5,2,0,1,0,1,0,0,0,2,0
0,0.136363636363636,0.230769230769231,Inf,Inf,Inf,Inf,0,0.26984126984127,0.153846153846154,0,"HT",2020,8,65610,5,0,0,2,8,2,4,2,5,0,2
0,0.136363636363636,0.230769230769231,Inf,Inf,Inf,Inf,0,0.26984126984127,0.153846153846154,0,"HT",2020,9,65610,5,4,0,2,2,5,2,2,2,4,4
0,0.136363636363636,0.230769230769231,Inf,Inf,Inf,Inf,0,0.26984126984127,0.153846153846154,0,"HT",2020,10,65610,5,5,0,2,3,1,5,3,3,1,1
0,0.0862068965517241,0.125,0,0,0,0,0.0431034482758621,0.334042553191489,0.166666666666667,0.0833333333333333,"HT",2020,7,65653,6,2,0,1,0,1,0,0,0,2,0
0,0.0862068965517241,0.125,0,0,0,0,0.0431034482758621,0.334042553191489,0.166666666666667,0.0833333333333333,"HT",2020,8,65653,6,0,0,2,8,2,4,2,5,0,2
0,0.0862068965517241,0.125,0,0,0,0,0.0431034482758621,0.334042553191489,0.166666666666667,0.0833333333333333,"HT",2020,9,65653,6,4,0,2,2,5,2,2,2,4,4
0,0.0862068965517241,0.125,0,0,0,0,0.0431034482758621,0.334042553191489,0.166666666666667,0.0833333333333333,"HT",2020,10,65653,6,5,0,2,3,1,5,3,3,1,1
0,0.0384615384615385,0.0714285714285714,0,0,0,0,0.0128205128205128,0.258620689655172,0.142857142857143,0,"SK",2020,7,65869,8,3,0,1,3,1,0,0,0,0,0
0,0.0384615384615385,0.0714285714285714,0,0,0,0,0.0128205128205128,0.258620689655172,0.142857142857143,0,"SK",2020,8,65869,8,2,5,4,0,4,2,2,0,4,0
0,0.0384615384615385,0.0714285714285714,0,0,0,0,0.0128205128205128,0.258620689655172,0.142857142857143,0,"SK",2020,9,65869,8,2,2,5,4,2,4,2,0,2,4
0,0.0384615384615385,0.0714285714285714,0,0,0,0,0.0128205128205128,0.258620689655172,0.142857142857143,0,"SK",2020,10,65869,8,0,3,3,0,4,1,3,0,4,3
0,0.08,0.166666666666667,0,0,0,0,0,0.325925925925926,0.166666666666667,0,"WO",2020,7,65898,0,0,0,0,0,3,0,3,0,1,0
0,0.08,0.166666666666667,0,0,0,0,0,0.325925925925926,0.166666666666667,0,"WO",2020,8,65898,0,3,2,5,5,5,2,0,0,4,0
0,0.08,0.166666666666667,0,0,0,0,0,0.325925925925926,0.166666666666667,0,"WO",2020,9,65898,0,4,4,2,2,2,2,5,4,2,0
0,0.08,0.166666666666667,0,0,0,0,0,0.325925925925926,0.166666666666667,0,"WO",2020,10,65898,0,3,1,3,0,0,3,5,3,0,0
2,0.0925925925925926,0.0833333333333333,0,0.0925925925925926,0,0.0925925925925926,0,0.32258064516129,0.0833333333333333,0,"SK",2020,7,66052,1,3,0,1,3,1,0,0,0,0,0
1,0.0925925925925926,0.0833333333333333,0,0.0925925925925926,0,0.0925925925925926,0,0.32258064516129,0.0833333333333333,0,"SK",2020,8,66052,1,2,5,4,0,4,2,2,0,4,0
10,0.0925925925925926,0.0833333333333333,0.120222634508349,0.201683501683502,0.160296846011132,0.361980347694633,0,0.32258064516129,0.0833333333333333,0,"SK",2020,9,66052,1,2,2,5,4,2,4,2,0,2,4
8,0.0925925925925926,0.0833333333333333,0,0.0925925925925926,0,0.0925925925925926,0,0.32258064516129,0.0833333333333333,0,"SK",2020,10,66052,1,0,3,3,0,4,1,3,0,4,3
2,0.188405797101449,0.037037037037037,0,0.202898550724637,0,0.202898550724637,0.0289855072463768,0.315315315315315,0.296296296296296,0.0740740740740741,"LG",2020,7,66108,1,1,0,1,0,0,0,3,3,0,0
0,0.188405797101449,0.037037037037037,0,0,0,0,0.0289855072463768,0.315315315315315,0.296296296296296,0.0740740740740741,"LG",2020,8,66108,1,3,8,2,0,0,3,2,0,2,5
0,0.188405797101449,0.037037037037037,0,0,0,0,0.0289855072463768,0.315315315315315,0.296296296296296,0.0740740740740741,"LG",2020,9,66108,1,2,2,2,0,6,4,2,4,2,2
0,0.188405797101449,0.037037037037037,0,0,0,0,0.0289855072463768,0.315315315315315,0.296296296296296,0.0740740740740741,"LG",2020,10,66108,1,1,3,5,0,4,5,0,0,3,0
13,0.0153846153846154,0.111111111111111,0.267857142857143,0.290384615384615,0.41015625,0.700540865384615,0,0.290909090909091,0.222222222222222,0,"LG",2020,7,66113,6,1,0,1,0,0,0,3,3,0,0
40,0.0153846153846154,0.111111111111111,0.290178571428571,0.312019230769231,0.4443359375,0.75635516826923,0,0.290909090909091,0.222222222222222,0,"LG",2020,8,66113,6,3,8,2,0,0,3,2,0,2,5
42,0.0153846153846154,0.111111111111111,0.276360544217687,0.298626373626374,0.423177083333333,0.721803456959707,0,0.290909090909091,0.222222222222222,0,"LG",2020,9,66113,6,2,2,2,0,6,4,2,4,2,2
34,0.0153846153846154,0.111111111111111,0.273109243697479,0.295475113122172,0.418198529411764,0.713673642533936,0,0.290909090909091,0.222222222222222,0,"LG",2020,10,66113,6,1,3,5,0,4,5,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,7,66145,0,1,0,1,0,0,0,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,8,66145,0,3,8,2,0,0,3,2,0,2,5
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,9,66145,0,2,2,2,0,6,4,2,4,2,2
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,10,66145,0,1,3,5,0,4,5,0,0,3,0
0,0,0,0,0,0,0,0,0.243243243243243,1,0,"OB",2020,7,66203,0,0,0,0,3,0,1,0,0,0,3
0,0,0,0,0,0,0,0,0.243243243243243,1,0,"OB",2020,8,66203,0,0,2,3,2,6,4,0,2,6,0
0,0,0,0,0,0,0,0,0.243243243243243,1,0,"OB",2020,9,66203,0,6,2,4,2,0,2,0,2,4,5
0,0,0,0,0,0,0,0,0.243243243243243,1,0,"OB",2020,10,66203,0,4,3,4,0,2,0,0,3,0,5
8,0.107142857142857,0,0.42,0.482142857142857,0.525,1.00714285714286,0,0.313829787234043,0.25,0,"WO",2020,7,66354,5,0,0,0,0,3,0,3,0,1,0
18,0.107142857142857,0,0.311111111111111,0.384920634920635,0.388888888888889,0.773809523809524,0,0.313829787234043,0.25,0,"WO",2020,8,66354,5,3,2,5,5,5,2,0,0,4,0
13,0.107142857142857,0,0.344615384615385,0.414835164835165,0.430769230769231,0.845604395604395,0,0.313829787234043,0.25,0,"WO",2020,9,66354,5,4,4,2,2,2,2,5,4,2,0
8,0.107142857142857,0,0.42,0.482142857142857,0.525,1.00714285714286,0,0.313829787234043,0.25,0,"WO",2020,10,66354,5,3,1,3,0,0,3,5,3,0,0
0,0.0803571428571429,0.318181818181818,Inf,Inf,Inf,Inf,0.00892857142857143,0.272727272727273,0.227272727272727,0.0454545454545455,"SS",2020,7,66409,6,2,2,0,0,0,1,0,0,0,1
0,0.0803571428571429,0.318181818181818,Inf,Inf,Inf,Inf,0.00892857142857143,0.272727272727273,0.227272727272727,0.0454545454545455,"SS",2020,8,66409,6,5,0,2,2,2,0,6,4,0,4
3,0.0803571428571429,0.318181818181818,1.08426842684268,1.07599206349206,2.41639697950377,3.49238904299584,0.00892857142857143,0.272727272727273,0.227272727272727,0.0454545454545455,"SS",2020,9,66409,6,3,4,4,2,2,4,4,2,0,2
2,0.0803571428571429,0.318181818181818,1.62640264026403,1.56488095238095,3.62459546925566,5.18947642163661,0.00892857142857143,0.272727272727273,0.227272727272727,0.0454545454545455,"SS",2020,10,66409,6,3,1,2,3,3,5,0,4,0,0
