"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","PA","R","ER","SF","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY"
2020,5,68135,"LG",112,27,4,0,3,7,0,21,0,121,16,15,2,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,68200,"OB",5,5,4,0,0,1,1,0,0,7,7,7,0,0,0,14,0,0,3,3,0,3,0,0,0,0,0,3,2,3,6,3,0,3,3,0,11,12
2020,5,68249,"OB",17,9,3,1,0,1,0,3,0,18,6,6,0,0,0,14,0,0,3,3,0,3,0,0,0,0,0,3,2,3,6,3,0,3,3,0,11,12
2020,5,68403,"SS",42,13,2,0,1,1,1,9,0,44,7,4,0,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,5,68419,"SS",106,23,9,0,2,12,1,23,0,119,12,10,0,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,5,68529,"LT",9,1,0,0,0,1,0,1,0,10,3,0,0,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,68616,"HT",3,1,0,0,0,2,0,0,0,5,1,1,0,3,0,0,3,3,3,12,0,0,0,0,0,0,3,0,3,3,3,0,3,3,3,3,12,12
2020,5,68703,"HH",13,5,2,0,0,0,0,4,0,14,3,2,1,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,68900,"NC",76,25,3,0,7,1,0,14,1,77,13,11,0,3,0,3,0,0,6,0,0,0,0,0,0,11,3,0,3,2,0,0,3,3,6,3,11,12
2020,5,69032,"KT",112,30,5,0,4,8,6,23,0,129,20,20,3,0,0,5,12,0,0,0,3,0,0,0,0,3,3,3,0,3,3,3,2,0,3,3,12,11
2020,5,69041,"KT",14,4,1,0,0,2,0,2,0,16,1,1,0,0,0,5,12,0,0,0,3,0,0,0,0,3,3,3,0,3,3,3,2,0,3,3,12,11
2020,5,69045,"OB",121,38,11,0,4,6,3,23,0,132,14,13,2,0,0,14,0,0,3,3,0,3,0,0,0,0,0,3,2,3,6,3,0,3,3,0,11,12
2020,5,69068,"KT",12,6,1,0,1,1,0,1,0,13,3,3,0,0,0,5,12,0,0,0,3,0,0,0,0,3,3,3,0,3,3,3,2,0,3,3,12,11
2020,5,69098,"KT",8,1,0,0,0,4,0,3,0,13,1,1,1,0,0,5,12,0,0,0,3,0,0,0,0,3,3,3,0,3,3,3,2,0,3,3,12,11
2020,5,69103,"LG",82,22,4,0,0,6,0,20,0,88,10,9,0,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,69159,"LG",41,5,1,0,0,4,0,7,0,45,1,1,0,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,69343,"WO",108,21,6,0,0,5,0,27,0,113,5,3,0,0,0,2,0,0,0,3,12,3,0,0,0,3,3,3,3,2,3,3,0,3,3,0,12,11
2020,5,69360,"WO",2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,3,12,3,0,0,0,3,3,3,3,2,3,3,0,3,3,0,12,11
2020,5,69399,"WO",6,2,0,0,0,1,0,1,0,7,2,0,0,0,0,2,0,0,0,3,12,3,0,0,0,3,3,3,3,2,3,3,0,3,3,0,12,11
2020,5,69439,"SS",49,13,3,0,3,5,3,10,0,58,8,8,1,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,5,69446,"SS",99,24,6,1,3,8,2,18,0,109,10,9,0,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,5,69516,"HT",5,2,1,0,0,0,0,0,0,5,1,1,0,3,0,0,3,3,3,12,0,0,0,0,0,0,3,0,3,3,3,0,3,3,3,3,12,12
2020,5,69539,"LT",107,29,2,0,4,7,1,11,0,115,14,13,0,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,69744,"HH",127,33,7,1,1,6,2,17,0,137,11,10,2,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,69745,"HH",70,20,3,0,2,8,1,12,0,81,7,7,2,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,69748,"HH",27,7,2,0,0,7,0,4,0,34,4,4,0,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,69813,"SK",31,8,3,0,1,4,0,4,0,35,5,4,0,12,0,6,0,0,0,0,3,2,0,0,0,0,6,3,0,3,2,3,3,0,0,3,12,11
2020,5,69839,"SK",13,5,1,0,2,3,0,3,0,16,4,4,0,12,0,6,0,0,0,0,3,2,0,0,0,0,6,3,0,3,2,3,3,0,0,3,12,11
2020,5,69940,"NC",126,31,2,0,2,7,0,30,0,133,10,9,0,3,0,3,0,0,6,0,0,0,0,0,0,11,3,0,3,2,0,0,3,3,6,3,11,12
2020,5,69962,"NC",4,3,1,0,0,2,0,1,0,6,3,3,0,3,0,3,0,0,6,0,0,0,0,0,0,11,3,0,3,2,0,0,3,3,6,3,11,12
2020,5,72447,"OB",19,4,0,0,0,2,0,4,0,21,6,5,0,0,0,14,0,0,3,3,0,3,0,0,0,0,0,3,2,3,6,3,0,3,3,0,11,12
2020,5,72523,"LT",11,4,1,0,1,5,2,1,0,19,5,5,1,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,73117,"SS",28,6,2,0,1,0,0,7,0,28,4,4,0,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,5,73211,"LT",84,26,7,1,1,7,0,14,0,94,13,13,3,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,73738,"HH",31,10,2,0,1,2,0,6,0,36,4,4,3,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,73750,"HH",6,2,0,0,1,0,0,2,0,7,2,1,1,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,73801,"LG",47,18,2,0,2,3,1,1,0,52,8,8,1,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,74359,"WO",24,9,1,0,3,0,0,6,1,26,6,5,2,0,0,2,0,0,0,3,12,3,0,0,0,3,3,3,3,2,3,3,0,3,3,0,12,11
2020,5,74454,"SS",10,8,0,1,0,3,0,0,0,14,6,6,1,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,5,74857,"HH",23,5,1,0,0,0,1,6,0,25,1,1,1,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,75138,"SK",5,2,0,0,1,1,0,2,0,6,2,2,0,12,0,6,0,0,0,0,3,2,0,0,0,0,6,3,0,3,2,3,3,0,0,3,12,11
2020,5,75340,"KT",23,6,0,0,1,4,0,2,0,29,4,4,2,0,0,5,12,0,0,0,3,0,0,0,0,3,3,3,0,3,3,3,2,0,3,3,12,11
2020,5,76118,"NC",37,9,0,0,1,2,0,7,0,40,3,3,1,3,0,3,0,0,6,0,0,0,0,0,0,11,3,0,3,2,0,0,3,3,6,3,11,12
2020,5,76329,"OB",43,10,4,0,0,5,0,10,0,48,6,4,0,0,0,14,0,0,3,3,0,3,0,0,0,0,0,3,2,3,6,3,0,3,3,0,11,12
2020,5,76350,"SK",4,2,0,0,0,2,0,0,0,7,1,1,1,12,0,6,0,0,0,0,3,2,0,0,0,0,6,3,0,3,2,3,3,0,0,3,12,11
2020,5,76355,"LT",17,10,2,0,0,1,0,0,0,18,5,5,0,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,76430,"WO",33,12,2,0,2,6,1,9,0,40,10,10,0,0,0,2,0,0,0,3,12,3,0,0,0,3,3,3,3,2,3,3,0,3,3,0,12,11
2020,5,76455,"LG",109,31,7,1,5,7,0,26,0,119,15,15,3,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,76650,"LG",22,6,1,0,0,3,1,6,0,26,2,2,0,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,76757,"KT",11,4,1,0,0,2,0,1,0,14,4,4,1,0,0,5,12,0,0,0,3,0,0,0,0,3,3,3,0,3,3,3,2,0,3,3,12,11
2020,5,76858,"SK",22,6,1,0,3,1,0,8,0,24,5,5,1,12,0,6,0,0,0,0,3,2,0,0,0,0,6,3,0,3,2,3,3,0,0,3,12,11
2020,5,77211,"OB",92,32,6,0,5,6,0,12,0,101,21,21,3,0,0,14,0,0,3,3,0,3,0,0,0,0,0,3,2,3,6,3,0,3,3,0,11,12
2020,5,77318,"HH",106,34,8,1,2,18,4,31,0,128,21,19,0,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,77446,"SS",45,14,5,0,5,2,0,9,0,47,12,8,0,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,5,77563,"KT",10,5,1,0,1,3,0,1,0,13,4,4,0,0,0,5,12,0,0,0,3,0,0,0,0,3,3,3,0,3,3,3,2,0,3,3,12,11
2020,5,77591,"LT",45,14,2,0,2,4,0,9,0,51,6,6,2,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,77637,"HT",104,29,7,0,3,8,0,18,0,112,15,14,0,3,0,0,3,3,3,12,0,0,0,0,0,0,3,0,3,3,3,0,3,3,3,3,12,12
2020,5,77927,"SS",19,5,2,0,1,2,0,3,0,21,5,4,0,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,5,78148,"LG",61,19,3,0,3,4,0,14,0,66,11,9,1,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,78352,"NC",17,6,3,1,1,4,0,5,0,22,7,6,1,3,0,3,0,0,6,0,0,0,0,0,0,11,3,0,3,2,0,0,3,3,6,3,11,12
2020,5,78517,"KT",35,6,0,0,0,12,1,8,0,48,11,9,0,0,0,5,12,0,0,0,3,0,0,0,0,3,3,3,0,3,3,3,2,0,3,3,12,11
2020,5,78536,"LT",28,10,3,0,0,6,0,5,1,37,8,8,3,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,79140,"LG",25,7,2,0,0,1,1,5,0,27,3,3,0,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,79229,"OB",91,28,4,1,1,10,0,10,0,101,10,8,0,0,0,14,0,0,3,3,0,3,0,0,0,0,0,3,2,3,6,3,0,3,3,0,11,12
2020,5,79293,"LT",34,9,1,1,1,0,1,6,0,36,3,3,1,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,79358,"NC",31,10,2,0,0,5,0,5,0,36,3,3,0,3,0,3,0,0,6,0,0,0,0,0,0,11,3,0,3,2,0,0,3,3,6,3,11,12
2020,5,79545,"LT",28,3,0,0,2,10,0,9,0,38,8,8,0,0,0,3,3,3,0,3,0,11,0,0,0,0,3,3,3,0,0,0,6,2,3,3,11,12
2020,5,79764,"HH",87,32,7,1,3,3,1,13,0,93,16,16,2,6,0,0,3,9,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,6,0,3,9,15
2020,5,79825,"LG",42,10,2,0,3,2,2,6,0,49,4,4,3,0,0,11,0,3,3,3,0,0,0,0,0,2,3,3,3,0,0,2,3,3,3,2,11,11
2020,5,79847,"SK",81,14,2,0,1,11,1,16,0,93,8,8,0,12,0,6,0,0,0,0,3,2,0,0,0,0,6,3,0,3,2,3,3,0,0,3,12,11
2020,5,99445,"SS",26,7,1,1,0,0,0,1,0,28,4,4,2,0,0,0,3,0,15,0,3,3,0,0,0,0,0,3,3,3,3,6,3,0,0,3,15,9
2020,6,50030,"KT",96,28,6,0,3,9,2,14,0,109,18,17,2,3,0,1,11,3,2,0,0,3,0,0,0,0,3,3,0,1,6,2,3,3,2,0,11,12
2020,6,50036,"KT",13,5,1,0,1,5,1,1,0,19,2,2,0,3,0,1,11,3,2,0,0,3,0,0,0,0,3,3,0,1,6,2,3,3,2,0,11,12
2020,6,50040,"KT",138,46,11,0,6,13,2,21,0,156,28,28,3,3,0,1,11,3,2,0,0,3,0,0,0,0,3,3,0,1,6,2,3,3,2,0,11,12
2020,6,50126,"LG",88,20,5,0,0,11,5,23,0,106,6,6,2,3,0,14,0,3,0,0,3,0,0,0,0,0,3,0,1,0,3,0,3,5,3,5,14,9
2020,6,50157,"LG",24,9,1,0,2,2,2,1,0,28,5,4,0,3,0,14,0,3,0,0,3,0,0,0,0,0,3,0,1,0,3,0,3,5,3,5,14,9
2020,6,50234,"OB",86,24,3,0,1,4,0,22,0,92,11,11,2,2,0,12,3,2,0,0,1,0,0,0,0,3,2,3,3,3,0,6,0,2,3,1,9,14
2020,6,50296,"OB",23,6,1,0,1,7,1,6,0,31,7,7,0,2,0,12,3,2,0,0,1,0,0,0,0,3,2,3,3,3,0,6,0,2,3,1,9,14
2020,6,50404,"SS",97,29,3,1,4,6,1,18,0,105,13,12,1,3,0,6,0,0,9,3,0,3,0,0,0,0,3,3,2,3,3,0,3,4,0,3,9,15
2020,6,50449,"SS",58,18,2,0,3,9,0,6,0,68,8,8,1,3,0,6,0,0,9,3,0,3,0,0,0,0,3,3,2,3,3,0,3,4,0,3,9,15
2020,6,50464,"SS",18,6,2,0,1,7,0,3,0,25,5,5,0,3,0,6,0,0,9,3,0,3,0,0,0,0,3,3,2,3,3,0,3,4,0,3,9,15
2020,6,50524,"LT",115,39,2,0,2,8,2,20,0,125,19,19,0,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,50558,"LT",100,18,0,0,1,3,1,28,0,109,8,7,5,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,50592,"LT",5,3,1,0,0,1,0,0,0,6,2,2,0,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,50636,"HT",109,23,2,0,0,8,1,30,0,121,6,6,3,3,0,3,3,0,0,8,3,1,0,0,0,0,0,0,3,0,4,2,3,3,3,3,8,13
2020,6,50640,"HT",90,23,5,2,0,9,1,15,0,106,13,10,6,3,0,3,3,0,0,8,3,1,0,0,0,0,0,0,3,0,4,2,3,3,3,3,8,13
2020,6,50705,"HH",9,1,0,0,0,2,0,4,0,11,0,0,0,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,50726,"HH",7,3,0,0,1,2,0,2,0,10,3,3,1,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,50835,"SK",109,31,4,1,0,11,4,18,1,125,11,10,1,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,50900,"NC",1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,50912,"NC",106,31,4,0,2,13,2,20,0,122,13,13,1,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,60140,"HH",18,6,0,0,1,1,0,4,0,19,3,3,0,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,60146,"SS",36,9,1,0,4,3,0,10,0,40,6,6,1,3,0,6,0,0,9,3,0,3,0,0,0,0,3,3,2,3,3,0,3,4,0,3,9,15
2020,6,60263,"NC",85,26,11,0,1,10,2,12,0,98,17,17,1,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,60336,"WO",20,4,0,0,0,1,0,5,0,21,0,0,0,0,0,2,0,3,3,0,13,0,0,0,0,3,3,3,0,5,3,3,1,3,3,0,13,11
2020,6,60337,"LG",3,3,1,0,0,1,1,0,0,5,5,5,0,3,0,14,0,3,0,0,3,0,0,0,0,0,3,0,1,0,3,0,3,5,3,5,14,9
2020,6,60339,"NC",19,6,2,0,2,4,1,5,0,24,8,8,0,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,60559,"LT",26,7,3,0,0,3,1,5,0,33,7,7,3,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,60768,"HH",15,4,1,0,0,0,0,4,0,15,1,1,0,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,60768,"SK",28,10,0,0,1,1,0,6,0,31,4,3,2,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,60841,"SK",101,29,3,1,2,12,5,28,0,118,22,22,0,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,60845,"LG",9,3,2,0,0,1,0,4,0,10,1,1,0,3,0,14,0,3,0,0,3,0,0,0,0,0,3,0,1,0,3,0,3,5,3,5,14,9
2020,6,61101,"LG",96,22,3,0,4,6,3,27,0,106,10,10,1,3,0,14,0,3,0,0,3,0,0,0,0,0,3,0,1,0,3,0,3,5,3,5,14,9
2020,6,61145,"LG",5,2,1,0,0,3,0,1,0,8,4,4,0,3,0,14,0,3,0,0,3,0,0,0,0,0,3,0,1,0,3,0,3,5,3,5,14,9
2020,6,61156,"HH",4,2,1,0,0,2,0,0,0,6,1,1,0,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,61214,"HH",52,16,0,0,4,9,1,11,1,63,12,11,1,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,61268,"WO",36,6,1,0,0,1,0,8,0,38,1,1,1,0,0,2,0,3,3,0,13,0,0,0,0,3,3,3,0,5,3,3,1,3,3,0,13,11
2020,6,61295,"NC",3,0,0,0,0,2,0,1,0,5,0,0,0,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,61365,"SS",83,22,5,1,1,7,2,7,0,93,10,10,1,3,0,6,0,0,9,3,0,3,0,0,0,0,3,3,2,3,3,0,3,4,0,3,9,15
2020,6,61457,"SS",22,7,1,0,2,3,2,5,0,29,4,3,2,3,0,6,0,0,9,3,0,3,0,0,0,0,3,3,2,3,3,0,3,4,0,3,9,15
2020,6,61643,"HT",7,1,0,0,1,0,0,1,0,7,1,1,0,3,0,3,3,0,0,8,3,1,0,0,0,0,0,0,3,0,4,2,3,3,3,3,8,13
2020,6,61643,"OB",44,11,1,0,1,1,0,10,0,45,3,2,0,2,0,12,3,2,0,0,1,0,0,0,0,3,2,3,3,3,0,6,0,2,3,1,9,14
2020,6,61895,"SK",38,11,1,0,3,4,0,12,0,43,6,6,1,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,62056,"SK",19,8,0,0,5,2,1,2,0,23,6,6,1,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,62146,"LG",31,6,1,0,1,4,0,7,0,36,4,4,1,3,0,14,0,3,0,0,3,0,0,0,0,0,3,0,1,0,3,0,3,5,3,5,14,9
2020,6,62242,"OB",25,7,0,0,0,1,1,1,0,29,3,2,2,2,0,12,3,2,0,0,1,0,0,0,0,3,2,3,3,3,0,6,0,2,3,1,9,14
2020,6,62360,"WO",46,12,3,1,0,1,0,9,0,49,6,6,2,0,0,2,0,3,3,0,13,0,0,0,0,3,3,3,0,5,3,3,1,3,3,0,13,11
2020,6,62363,"WO",123,32,1,0,0,3,4,23,0,130,11,10,0,0,0,2,0,3,3,0,13,0,0,0,0,3,3,3,0,5,3,3,1,3,3,0,13,11
2020,6,62528,"LT",29,6,1,0,0,0,0,6,0,32,1,1,3,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,62655,"NC",2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,62754,"HT",86,22,5,0,2,4,1,20,0,91,5,5,0,3,0,3,3,0,0,8,3,1,0,0,0,0,0,0,3,0,4,2,3,3,3,3,8,13
2020,6,62869,"SK",109,17,3,0,2,9,0,34,0,120,5,5,2,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,62920,"SS",16,4,2,0,0,1,0,6,0,17,1,1,0,3,0,6,0,0,9,3,0,3,0,0,0,0,3,3,2,3,3,0,3,4,0,3,9,15
2020,6,62951,"OB",2,0,0,0,0,1,0,0,0,3,0,0,0,2,0,12,3,2,0,0,1,0,0,0,0,3,2,3,3,3,0,6,0,2,3,1,9,14
2020,6,63103,"LG",2,0,0,0,0,2,0,1,0,4,0,0,0,3,0,14,0,3,0,0,3,0,0,0,0,0,3,0,1,0,3,0,3,5,3,5,14,9
2020,6,63248,"OB",28,6,1,0,0,4,0,10,0,32,4,3,0,2,0,12,3,2,0,0,1,0,0,0,0,3,2,3,3,3,0,6,0,2,3,1,9,14
2020,6,63292,"OB",55,11,2,0,1,4,0,13,0,59,5,5,0,2,0,12,3,2,0,0,1,0,0,0,0,3,2,3,3,3,0,6,0,2,3,1,9,14
2020,6,63342,"WO",34,7,1,0,1,3,1,10,0,38,1,1,0,0,0,2,0,3,3,0,13,0,0,0,0,3,3,3,0,5,3,3,1,3,3,0,13,11
2020,6,63348,"WO",33,8,2,0,1,3,0,5,0,40,5,5,4,0,0,2,0,3,3,0,13,0,0,0,0,3,3,3,0,5,3,3,1,3,3,0,13,11
2020,6,63464,"HH",38,12,1,0,1,5,0,7,0,44,5,2,1,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,63512,"LT",40,14,8,0,1,3,1,15,0,45,7,7,1,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,63543,"LT",40,8,1,0,3,3,0,10,0,43,6,5,0,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,63628,"HT",26,6,2,0,0,1,0,2,0,27,1,1,0,3,0,3,3,0,0,8,3,1,0,0,0,0,0,0,3,0,4,2,3,3,3,3,8,13
2020,6,63638,"HT",40,10,1,0,0,1,0,7,0,41,4,2,0,3,0,3,3,0,0,8,3,1,0,0,0,0,0,0,3,0,4,2,3,3,3,3,8,13
2020,6,63765,"HH",3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,63894,"SK",34,6,2,0,0,5,2,11,0,42,1,1,1,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,63950,"NC",22,6,0,1,1,4,1,2,0,28,6,5,1,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,63959,"NC",28,6,1,0,0,5,2,8,0,35,8,6,0,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,63961,"HH",12,4,1,0,1,2,0,1,0,14,2,2,0,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,63991,"NC",46,17,2,0,0,1,0,5,0,47,9,9,0,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,64021,"LT",114,32,4,0,6,5,0,24,0,120,17,17,1,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,64029,"KT",2,0,0,0,0,4,0,0,0,6,4,4,0,3,0,1,11,3,2,0,0,3,0,0,0,0,3,3,0,1,6,2,3,3,2,0,11,12
2020,6,64047,"KT",31,8,2,0,1,4,0,5,0,37,3,3,2,3,0,1,11,3,2,0,0,3,0,0,0,0,3,3,0,1,6,2,3,3,2,0,11,12
2020,6,64051,"WO",29,5,0,0,1,2,0,5,0,31,3,3,0,0,0,2,0,3,3,0,13,0,0,0,0,3,3,3,0,5,3,3,1,3,3,0,13,11
2020,6,64554,"HH",29,7,2,0,2,4,1,4,0,35,5,5,1,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,64565,"LT",39,12,3,0,0,2,0,4,0,43,3,3,2,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,64596,"LT",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,0,3,3,10,0,0,0,1,3,4,6,3,0,1,0,0,3,3,10,13
2020,6,64760,"HH",25,4,0,0,0,5,0,8,0,30,3,3,0,0,0,0,0,14,3,0,0,3,0,0,0,3,0,0,3,3,3,6,2,0,3,3,14,9
2020,6,64768,"SK",39,14,3,0,0,2,0,4,0,41,4,3,0,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,64805,"OB",7,3,2,0,0,2,0,0,0,9,3,3,0,2,0,12,3,2,0,0,1,0,0,0,0,3,2,3,3,3,0,6,0,2,3,1,9,14
2020,6,64861,"SK",81,17,1,1,2,16,2,14,1,101,9,9,2,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,64893,"SK",45,10,3,0,0,2,0,10,0,48,3,2,1,14,0,2,0,0,1,0,3,0,0,0,0,3,0,3,3,5,0,3,2,0,4,3,14,9
2020,6,64995,"NC",47,10,4,1,2,5,2,9,1,56,7,7,2,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,65042,"NC",48,15,2,0,2,9,0,12,0,58,18,17,1,0,0,3,2,3,0,2,0,0,0,0,0,13,6,2,2,0,1,0,6,3,0,3,13,10
2020,6,65048,"KT",106,32,4,0,1,7,1,13,0,115,13,11,1,3,0,1,11,3,2,0,0,3,0,0,0,0,3,3,0,1,6,2,3,3,2,0,11,12
2020,6,65060,"KT",53,10,3,0,2,4,0,11,0,59,6,5,2,3,0,1,11,3,2,0,0,3,0,0,0,0,3,3,0,1,6,2,3,3,2,0,11,12
