"","year","P_ID","PA","AB","BB","HP","HIT","HR","KK"
"5580",2019,69306,1,1,0,0,0,0,0
"5581",2019,75125,48,40,8,0,10,3,10
"5582",2019,78168,65,57,7,0,15,0,10
"5583",2019,79300,5,4,1,0,2,0,0
"5584",2019,79334,91,78,8,2,22,1,16
"5585",2019,79365,75,63,9,0,18,6,17
"5586",2019,79456,55,51,3,0,11,0,4
"5587",2019,61700,23,22,1,0,4,0,6
"5588",2019,62797,24,23,1,0,6,0,5
"5589",2019,63703,4,4,0,0,1,0,1
"5590",2019,64717,11,11,0,0,0,0,3
"5591",2019,66706,43,41,2,0,11,0,9
"5592",2019,68700,0,0,0,0,0,0,0
"5593",2019,68730,80,72,6,1,26,4,8
"5594",2019,68743,83,79,4,0,16,0,14
"5595",2019,69727,3,3,0,0,0,0,0
"5596",2019,69737,11,11,0,0,2,0,3
"5597",2019,69744,0,0,0,0,0,0,0
"5598",2019,69766,26,24,2,0,3,1,4
"5599",2019,71752,79,72,6,0,19,1,18
"5600",2019,73136,67,59,7,0,15,5,14
"5601",2019,74857,0,0,0,0,0,0,0
"5602",2019,75808,59,54,3,1,14,2,11
"5603",2019,76753,81,77,3,0,21,1,10
"5604",2019,78288,62,54,5,1,14,0,11
"5605",2019,78756,57,49,6,2,14,0,10
"5606",2019,60648,7,6,0,1,0,0,3
"5607",2019,62265,33,27,5,1,15,0,7
"5608",2019,62864,23,17,5,1,3,0,7
"5609",2019,62908,10,9,1,0,1,0,1
"5610",2019,63260,28,23,3,2,6,3,7
"5611",2019,63722,36,31,5,0,5,0,10
"5612",2019,64560,56,49,6,0,6,0,16
"5613",2019,64646,65,62,3,0,16,0,4
"5614",2019,66606,7,6,0,1,1,0,1
"5615",2019,68614,13,12,0,0,1,0,5
"5616",2019,69636,23,22,1,0,4,1,10
"5617",2019,69652,67,55,12,0,22,4,3
"5618",2019,70410,44,40,2,0,17,0,3
"5619",2019,70756,9,7,1,0,1,0,0
"5620",2019,72443,65,50,14,1,11,2,8
"5621",2019,76368,3,3,0,0,1,0,0
"5622",2019,76849,17,17,0,0,5,0,2
"5623",2019,78603,45,39,6,0,14,1,4
"5624",2019,78629,14,14,0,0,1,0,4
"5625",2019,78643,3,2,1,0,1,1,1
"5626",2019,79113,0,0,0,0,0,0,0
"5627",2019,79608,43,36,5,0,8,0,3
"5628",2019,60558,65,62,3,0,25,3,10
"5629",2019,62802,36,34,1,1,10,0,6
"5630",2019,63088,7,6,1,0,3,0,0
"5631",2019,64004,72,63,4,2,22,0,4
"5632",2019,64006,70,63,3,0,19,0,11
"5633",2019,64007,11,8,2,1,2,1,4
"5634",2019,64011,11,11,0,0,2,0,4
"5635",2019,64012,8,7,0,0,1,0,4
"5636",2019,64868,74,67,6,0,21,0,10
"5637",2019,64906,7,6,1,0,1,0,0
"5638",2019,67008,0,0,0,0,0,0,0
"5639",2019,67025,76,70,4,0,23,1,13
"5640",2019,68069,2,2,0,0,0,0,0
"5641",2019,73113,51,44,4,0,13,0,8
"5642",2019,73153,15,10,4,0,2,0,4
"5643",2019,74215,47,43,3,0,9,2,6
"5644",2019,74339,65,51,11,2,17,2,8
"5645",2019,76313,37,29,8,0,6,1,5
"5646",2019,77654,3,1,1,0,0,0,0
"5647",2019,78548,55,46,6,0,10,0,10
"5648",2019,60845,0,0,0,0,0,0,0
"5649",2019,61102,67,62,2,2,14,3,10
"5650",2019,61186,81,75,3,2,25,0,17
"5651",2019,62164,9,8,1,0,2,0,4
"5652",2019,64164,4,4,0,0,0,0,2
"5653",2019,65207,12,9,2,1,0,0,2
"5654",2019,66108,1,1,0,0,0,0,1
"5655",2019,67119,0,0,0,0,0,0,0
"5656",2019,67123,0,0,0,0,0,0,0
"5657",2019,69100,19,18,1,0,3,0,4
"5658",2019,69165,29,24,5,0,7,0,8
"5659",2019,71184,9,9,0,0,1,0,1
"5660",2019,72133,37,36,1,0,15,1,1
"5661",2019,76290,76,64,9,1,23,4,5
"5662",2019,77564,48,43,4,0,4,0,12
"5663",2019,78135,58,49,5,2,12,2,12
"5664",2019,78217,36,31,5,0,7,0,6
"5665",2019,78361,20,17,3,0,4,0,4
"5666",2019,79109,72,60,9,0,16,0,11
"5667",2019,79150,54,48,3,0,9,0,12
"5668",2019,79192,35,33,1,0,12,2,3
"5669",2019,79198,4,4,0,0,1,1,0
"5670",2019,79825,0,0,0,0,0,0,0
"5671",2019,60523,17,15,2,0,3,0,2
"5672",2019,61591,1,1,0,0,0,0,0
"5673",2019,62556,47,44,2,1,13,0,9
"5674",2019,63512,0,0,0,0,0,0,0
"5675",2019,63593,18,16,1,0,3,0,4
"5676",2019,64022,24,23,1,0,4,2,5
"5677",2019,64501,7,6,1,0,2,0,2
"5678",2019,64504,24,20,1,0,1,0,5
"5679",2019,65515,61,59,1,1,15,0,24
"5680",2019,65586,17,15,1,0,2,0,7
"5681",2019,66508,7,6,1,0,2,0,1
"5682",2019,67539,28,22,4,1,1,0,14
"5683",2019,68525,9,8,1,0,2,0,3
"5684",2019,68556,0,0,0,0,0,0,0
"5685",2019,69569,74,57,14,2,14,4,21
"5686",2019,71564,69,64,4,0,11,1,13
"5687",2019,72546,4,3,1,0,0,0,0
"5688",2019,76100,15,13,1,1,2,0,4
"5689",2019,76249,75,67,7,0,13,0,12
"5690",2019,76509,14,14,0,0,4,0,5
"5691",2019,77463,7,7,0,0,4,0,1
"5692",2019,77532,70,64,6,0,17,0,14
"5693",2019,78513,72,69,3,0,22,5,10
"5694",2019,60566,5,5,0,0,2,0,2
"5695",2019,62025,64,55,6,0,11,0,9
"5696",2019,62537,4,4,0,0,1,0,1
"5697",2019,62907,85,76,8,0,26,0,8
"5698",2019,62925,23,21,1,1,7,1,3
"5699",2019,62931,68,57,8,0,10,0,11
"5700",2019,62934,32,29,2,1,8,0,10
"5701",2019,63260,16,14,1,0,5,2,3
"5702",2019,63903,1,1,0,0,0,0,0
"5703",2019,63963,24,19,4,0,4,0,3
"5704",2019,64984,55,53,0,1,19,1,9
"5705",2019,66917,23,21,1,1,9,0,3
"5706",2019,68900,0,0,0,0,0,0,0
"5707",2019,68912,59,55,4,0,13,1,13
"5708",2019,69901,54,46,4,3,15,1,5
"5709",2019,73213,9,8,0,0,2,0,1
"5710",2019,73306,1,1,0,0,0,0,0
"5711",2019,74465,84,69,10,3,21,7,11
"5712",2019,75867,0,0,0,0,0,0,0
"5713",2019,76118,0,0,0,0,0,0,0
"5714",2019,76232,19,14,3,2,5,0,3
"5715",2019,76720,2,2,0,0,0,0,1
"5716",2019,76757,0,0,0,0,0,0,0
"5717",2019,76849,63,55,7,0,14,0,5
"5718",2019,78813,73,61,9,0,19,1,10
"5719",2019,61208,7,7,0,0,3,0,3
"5720",2019,62234,16,16,0,0,5,0,1
"5721",2019,62244,59,52,5,0,9,0,9
"5722",2019,63202,8,8,0,0,1,0,3
"5723",2019,63559,7,7,0,0,0,0,4
"5724",2019,64086,2,1,1,0,1,0,0
"5725",2019,67202,1,1,0,0,0,0,1
"5726",2019,67207,1,1,0,0,0,0,0
"5727",2019,69209,72,64,6,1,17,2,4
"5728",2019,74206,61,52,6,1,15,0,8
"5729",2019,75334,76,63,11,0,22,3,13
"5730",2019,76267,72,62,3,0,20,1,7
"5731",2019,77248,22,19,2,0,1,0,3
"5732",2019,78224,76,69,6,1,13,2,16
"5733",2019,79215,73,59,9,2,19,1,8
"5734",2019,79231,62,54,4,1,13,0,6
"5735",2019,79240,61,51,1,6,14,1,3
"5736",2019,61353,70,68,2,0,19,0,12
"5737",2019,62884,25,22,3,0,10,0,3
"5738",2019,62895,74,63,9,2,17,2,14
"5739",2019,63450,4,4,0,0,0,0,1
"5740",2019,63704,78,69,7,0,26,0,8
"5741",2019,65869,3,3,0,0,0,0,0
"5742",2019,66864,8,7,1,0,4,0,0
"5743",2019,67872,77,65,10,0,18,6,18
"5744",2019,68868,22,21,1,0,5,0,2
"5745",2019,69802,7,7,0,0,1,0,0
"5746",2019,69860,4,4,0,0,1,0,3
"5747",2019,71837,53,50,3,0,9,0,15
"5748",2019,73209,22,20,1,0,6,0,3
"5749",2019,74846,1,1,0,0,0,0,0
"5750",2019,75151,61,58,2,0,10,1,12
"5751",2019,75847,84,70,10,3,17,2,11
"5752",2019,76802,59,52,5,0,13,0,7
"5753",2019,76812,63,53,8,1,18,4,2
"5754",2019,76869,1,1,0,0,1,0,0
"5755",2019,77243,10,9,0,0,3,0,0
"5756",2019,61197,22,19,1,1,1,0,8
"5757",2019,61404,49,36,8,3,11,0,3
"5758",2019,62404,28,27,1,0,6,0,3
"5759",2019,62409,20,20,0,0,6,0,5
"5760",2019,62415,82,70,7,1,17,3,13
"5761",2019,64266,17,17,0,0,4,0,2
"5762",2019,64407,5,5,0,0,2,0,1
"5763",2019,64410,8,8,0,0,1,0,3
"5764",2019,64469,5,5,0,0,1,0,0
"5765",2019,64793,3,3,0,0,0,0,1
"5766",2019,66462,10,8,2,0,2,0,1
"5767",2019,66838,73,70,3,0,23,3,15
"5768",2019,67450,83,69,12,1,16,3,13
"5769",2019,68407,4,3,1,0,0,0,1
"5770",2019,69405,16,15,1,0,5,1,3
"5771",2019,69442,11,10,1,0,1,1,1
"5772",2019,69453,72,63,6,3,12,0,12
"5773",2019,74540,57,49,5,2,12,2,9
"5774",2019,75566,79,70,8,1,19,5,15
"5775",2019,79402,82,76,4,2,26,0,8
"5776",2019,99445,0,0,0,0,0,0,0
"5777",2019,62353,20,17,2,0,1,0,8
"5778",2019,62356,14,14,0,0,2,0,5
"5779",2019,64300,72,64,6,1,18,1,13
"5780",2019,64346,76,70,5,0,19,0,22
"5781",2019,65357,79,72,6,0,23,2,7
"5782",2019,66354,6,6,0,0,1,0,2
"5783",2019,67304,49,47,1,0,16,0,7
"5784",2019,67341,80,70,6,1,20,0,5
"5785",2019,68345,76,66,7,3,25,6,10
"5786",2019,75125,67,57,7,2,15,2,17
"5787",2019,79300,5,5,0,0,0,0,1
"5788",2019,79334,34,32,1,1,2,0,12
"5789",2019,79365,70,62,6,1,15,1,9
"5790",2019,79456,59,54,4,0,21,0,4
"5791",2019,60100,14,12,0,1,5,0,4
"5792",2019,60757,0,0,0,0,0,0,0
"5793",2019,61554,40,38,0,1,14,1,16
"5794",2019,61700,17,15,2,0,3,0,4
"5795",2019,62797,2,2,0,0,0,0,1
"5796",2019,63703,5,5,0,0,1,0,1
"5797",2019,64717,21,19,2,0,5,1,2
"5798",2019,66704,4,4,0,0,1,0,2
"5799",2019,66706,98,89,6,2,23,0,17
"5800",2019,68730,99,94,4,1,26,3,12
"5801",2019,68743,98,92,5,0,19,1,15
"5802",2019,69737,11,11,0,0,2,0,6
"5803",2019,69766,10,9,1,0,1,0,4
"5804",2019,71752,79,68,7,1,20,0,11
"5805",2019,73136,73,66,5,1,14,3,21
"5806",2019,73738,0,0,0,0,0,0,0
"5807",2019,74857,0,0,0,0,0,0,0
"5808",2019,75808,75,72,1,2,25,0,8
"5809",2019,76753,93,89,2,1,24,1,19
"5810",2019,78288,71,59,7,4,17,1,7
"5811",2019,78756,79,68,8,2,12,0,12
"5812",2019,62265,91,76,14,1,20,3,14
"5813",2019,62864,42,36,3,2,3,0,10
"5814",2019,62908,29,27,1,0,13,0,2
"5815",2019,63260,21,21,0,0,2,0,8
"5816",2019,63636,6,6,0,0,2,0,2
"5817",2019,63722,41,32,6,0,4,0,13
"5818",2019,64560,97,82,12,1,21,2,15
"5819",2019,64646,107,100,3,2,19,0,18
"5820",2019,66606,35,33,2,0,6,0,4
"5821",2019,68614,5,5,0,0,0,0,3
"5822",2019,69652,110,103,6,0,30,2,11
"5823",2019,70410,82,77,3,2,27,2,12
"5824",2019,72443,105,85,18,1,32,1,16
"5825",2019,76368,13,11,2,0,3,0,0
"5826",2019,78603,100,90,9,0,23,0,5
"5827",2019,78643,11,11,0,0,3,0,2
"5828",2019,79113,2,2,0,0,0,0,1
"5829",2019,79608,89,82,4,1,27,2,10
"5830",2019,60558,79,75,4,0,12,0,21
"5831",2019,62802,84,72,7,0,22,1,14
"5832",2019,63088,14,13,0,0,3,0,5
"5833",2019,63448,2,1,1,0,0,0,0
"5834",2019,64004,78,73,3,2,18,0,12
"5835",2019,64006,87,78,6,1,26,1,11
"5836",2019,64007,5,5,0,0,0,0,4
"5837",2019,64011,22,20,0,1,2,0,6
"5838",2019,64012,8,6,1,1,3,0,0
"5839",2019,64166,27,22,4,0,3,0,7
"5840",2019,64868,43,35,8,0,7,0,7
"5841",2019,64906,14,13,1,0,4,0,2
"5842",2019,67006,4,4,0,0,1,0,0
"5843",2019,67025,106,98,7,1,35,5,21
"5844",2019,68050,85,74,11,0,26,4,14
"5845",2019,73113,78,66,9,2,18,2,11
"5846",2019,74215,11,11,0,0,0,0,0
"5847",2019,74339,101,90,9,0,27,4,10
"5848",2019,76313,58,50,8,0,14,2,8
"5849",2019,78548,76,67,5,1,18,0,12
"5850",2019,61102,87,71,12,3,20,3,14
"5851",2019,61186,108,97,8,2,33,0,10
"5852",2019,65207,11,8,2,0,1,0,2
"5853",2019,69100,6,4,1,0,0,0,0
"5854",2019,69159,0,0,0,0,0,0,0
"5855",2019,69165,101,94,5,2,24,3,33
"5856",2019,69168,0,0,0,0,0,0,0
"5857",2019,71184,12,9,2,1,2,0,1
"5858",2019,72133,15,14,1,0,5,0,1
"5859",2019,76290,106,96,7,1,35,0,6
"5860",2019,77564,88,79,8,0,27,3,13
"5861",2019,78135,94,81,7,2,28,1,12
"5862",2019,78217,23,19,1,1,3,0,6
"5863",2019,78361,20,20,0,0,4,0,4
"5864",2019,79109,99,89,7,1,20,2,26
"5865",2019,79150,69,62,5,0,17,0,16
"5866",2019,79192,86,74,5,5,27,3,10
"5867",2019,79198,16,16,0,0,2,0,5
"5868",2019,79530,5,5,0,0,1,0,2
"5869",2019,60523,19,18,1,0,5,1,7
"5870",2019,61204,22,22,0,0,8,0,3
"5871",2019,61566,11,10,1,0,2,0,3
"5872",2019,62556,24,24,0,0,8,0,3
"5873",2019,63593,24,23,1,0,2,0,5
"5874",2019,64022,60,58,1,1,11,0,14
"5875",2019,64501,0,0,0,0,0,0,0
"5876",2019,65515,72,67,4,1,13,1,19
"5877",2019,65586,4,4,0,0,0,0,3
"5878",2019,66508,22,21,0,1,3,0,4
"5879",2019,67539,25,23,1,1,2,2,14
"5880",2019,68525,32,31,1,0,6,0,5
"5881",2019,69517,68,62,4,0,13,0,12
"5882",2019,69569,96,88,7,1,23,1,21
"5883",2019,71564,95,83,8,4,27,3,10
"5884",2019,72546,16,16,0,0,2,0,1
"5885",2019,76249,96,87,6,2,26,3,14
"5886",2019,77463,64,58,4,0,17,2,14
"5887",2019,77532,62,58,3,0,18,3,10
"5888",2019,78513,100,90,6,2,26,3,10
"5889",2019,60566,27,26,1,0,6,0,3
"5890",2019,62025,27,27,0,0,4,0,4
"5891",2019,62907,89,75,9,3,25,1,4
"5892",2019,62925,4,4,0,0,0,0,1
"5893",2019,62931,13,13,0,0,0,0,2
"5894",2019,62934,67,56,9,0,16,4,13
"5895",2019,63963,41,32,8,0,7,2,8
"5896",2019,64984,67,61,3,0,18,0,7
"5897",2019,65042,0,0,0,0,0,0,0
"5898",2019,66917,75,67,4,2,19,1,7
"5899",2019,68912,23,18,1,0,4,1,5
"5900",2019,69901,100,90,8,2,17,3,14
"5901",2019,73213,11,11,0,0,2,0,2
"5902",2019,73306,19,17,1,1,4,0,3
"5903",2019,74465,84,59,22,3,13,2,9
"5904",2019,76232,68,60,5,1,24,4,5
"5905",2019,76720,11,9,0,0,2,1,2
"5906",2019,76849,102,90,9,0,30,0,12
"5907",2019,78122,16,13,1,2,1,0,5
"5908",2019,78813,85,76,5,1,21,0,17
"5909",2019,61208,19,15,3,0,2,0,2
"5910",2019,62234,38,32,4,1,11,0,3
"5911",2019,62244,88,76,10,1,24,3,9
"5912",2019,63202,11,9,2,0,0,0,4
"5913",2019,63257,8,8,0,0,2,1,2
"5914",2019,63440,5,5,0,0,1,0,1
"5915",2019,63559,2,1,0,1,0,0,0
"5916",2019,64086,14,13,1,0,3,0,3
"5917",2019,64260,7,7,0,0,1,0,1
"5918",2019,67207,1,1,0,0,0,0,0
"5919",2019,69207,0,0,0,0,0,0,0
"5920",2019,69209,109,96,9,0,38,2,12
"5921",2019,74206,86,65,13,2,16,2,16
"5922",2019,75334,91,83,5,2,29,6,13
"5923",2019,76267,87,80,7,0,19,2,8
"5924",2019,77248,29,26,3,0,7,0,3
"5925",2019,78224,78,67,7,2,21,1,15
"5926",2019,79215,88,77,8,0,26,3,8
"5927",2019,79231,114,102,10,0,26,0,11
"5928",2019,79240,79,70,5,3,27,0,3
"5929",2019,79290,7,6,1,0,0,0,2
"5930",2019,61353,91,89,2,0,32,0,13
"5931",2019,62884,29,22,5,1,4,0,7
"5932",2019,62895,103,91,10,2,21,2,18
"5933",2019,63704,113,100,12,0,26,1,13
"5934",2019,66052,12,11,1,0,2,0,1
"5935",2019,66864,15,14,1,0,2,0,4
"5936",2019,67872,82,71,10,0,17,1,24
"5937",2019,68868,6,5,1,0,0,0,0
"5938",2019,69802,0,0,0,0,0,0,0
"5939",2019,69825,35,32,1,1,8,0,6
"5940",2019,71837,65,60,4,0,17,0,23
"5941",2019,73209,35,34,1,0,9,1,8
"5942",2019,75151,41,38,2,1,11,1,7
"5943",2019,75847,106,96,6,2,30,2,12
"5944",2019,76802,80,70,7,0,14,0,10
"5945",2019,76812,80,74,3,2,15,1,20
"5946",2019,76869,1,0,0,0,0,0,0
"5947",2019,77243,20,18,0,1,3,0,4
"5948",2019,79465,6,4,2,0,0,0,2
"5949",2019,61197,9,9,0,0,1,1,1
"5950",2019,61404,91,87,4,0,26,1,8
"5951",2019,62404,61,53,6,1,13,1,6
"5952",2019,62409,3,3,0,0,1,0,1
"5953",2019,62415,75,65,9,0,10,0,15
"5954",2019,64266,3,3,0,0,0,0,1
"5955",2019,64407,12,12,0,0,1,0,3
"5956",2019,64468,72,58,9,2,15,1,15
"5957",2019,64793,13,12,1,0,2,0,3
"5958",2019,66462,1,1,0,0,0,0,0
"5959",2019,66838,46,42,3,1,6,1,6
"5960",2019,67450,93,83,8,1,26,3,10
"5961",2019,68407,5,5,0,0,0,0,1
"5962",2019,69405,68,61,6,0,16,0,23
"5963",2019,69418,3,3,0,0,1,0,1
"5964",2019,69442,11,9,1,0,2,0,2
"5965",2019,69453,30,27,1,1,8,0,5
"5966",2019,74540,57,49,5,1,11,1,8
"5967",2019,75566,86,71,8,2,10,1,14
"5968",2019,79402,79,61,13,4,12,0,5
"5969",2019,62353,25,20,3,2,5,0,9
"5970",2019,62356,28,24,3,1,8,2,4
"5971",2019,64300,116,99,13,3,31,4,10
"5972",2019,64346,72,66,5,0,20,0,25
"5973",2019,65357,77,71,6,0,15,1,14
"5974",2019,66354,2,2,0,0,1,0,0
"5975",2019,67304,92,79,13,0,28,0,10
"5976",2019,67341,120,109,8,1,37,1,5
"5977",2019,68345,115,96,19,0,29,6,15
"5978",2019,75125,114,92,15,3,25,11,22
"5979",2019,78168,101,90,9,0,31,2,9
"5980",2019,79300,8,8,0,0,3,0,1
"5981",2019,79334,27,25,1,0,6,0,6
"5982",2019,79365,81,68,10,0,22,0,11
"5983",2019,79456,51,44,3,1,10,0,1
"5984",2019,60100,15,13,0,1,4,0,5
"5985",2019,61554,21,18,2,0,4,1,4
"5986",2019,61700,29,23,5,1,8,0,10
"5987",2019,62797,9,9,0,0,1,0,2
"5988",2019,63700,12,10,1,0,1,0,1
"5989",2019,63703,1,1,0,0,0,0,1
"5990",2019,64717,8,8,0,0,3,0,2
"5991",2019,66702,31,31,0,0,9,0,8
"5992",2019,66704,1,0,1,0,0,0,0
"5993",2019,66706,76,67,9,0,20,0,14
"5994",2019,66707,1,1,0,0,0,0,1
"5995",2019,68730,11,11,0,0,2,0,6
"5996",2019,68743,79,74,5,0,17,2,16
"5997",2019,69737,8,8,0,0,1,0,5
"5998",2019,69766,0,0,0,0,0,0,0
"5999",2019,71752,60,57,2,0,17,1,12
"6000",2019,73136,69,58,9,2,18,0,14
"6001",2019,74729,30,30,0,0,11,3,8
"6002",2019,74857,0,0,0,0,0,0,0
"6003",2019,75808,76,68,7,0,22,1,7
"6004",2019,76753,64,58,4,0,17,0,7
"6005",2019,78288,79,64,9,4,16,0,10
"6006",2019,78756,76,67,3,2,12,0,12
"6007",2019,79705,48,42,5,0,10,1,8
"6008",2019,60648,2,2,0,0,0,0,1
"6009",2019,62265,57,55,1,1,12,2,13
"6010",2019,62908,69,67,2,0,22,1,5
"6011",2019,63260,38,36,2,0,6,0,7
"6012",2019,63636,26,25,0,1,5,0,6
"6013",2019,63722,8,6,2,0,0,0,5
"6014",2019,64560,52,46,6,0,16,1,11
"6015",2019,64646,86,82,1,2,19,0,12
"6016",2019,65464,21,21,0,0,6,0,10
"6017",2019,65643,0,0,0,0,0,0,0
"6018",2019,66606,30,28,1,1,3,0,5
"6019",2019,66609,0,0,0,0,0,0,0
"6020",2019,66615,18,17,0,1,4,0,1
"6021",2019,66657,15,15,0,0,2,0,4
"6022",2019,66662,12,11,1,0,2,0,2
"6023",2019,67644,15,14,0,0,4,0,1
"6024",2019,68614,3,3,0,0,2,0,1
"6025",2019,68646,20,20,0,0,6,0,2
"6026",2019,69636,25,23,2,0,2,0,11
"6027",2019,69652,59,53,5,1,16,1,7
"6028",2019,70410,18,18,0,0,6,0,1
"6029",2019,72443,46,36,10,0,12,2,6
"6030",2019,76368,13,11,2,0,3,0,1
"6031",2019,78603,44,40,3,0,14,0,3
"6032",2019,78643,24,22,1,1,4,0,8
"6033",2019,79113,19,13,6,0,3,1,3
"6034",2019,79608,3,3,0,0,0,0,0
"6035",2019,60558,27,24,3,0,6,1,6
"6036",2019,62802,36,35,0,0,4,0,8
"6037",2019,63448,3,3,0,0,0,0,1
"6038",2019,64004,69,62,5,2,13,0,7
"6039",2019,64006,56,50,4,0,17,0,7
"6040",2019,64007,30,29,0,1,6,1,11
"6041",2019,64011,8,7,1,0,1,0,2
"6042",2019,64012,6,6,0,0,1,0,5
"6043",2019,64014,7,7,0,0,1,0,2
"6044",2019,64166,18,16,2,0,2,0,4
"6045",2019,64868,20,20,0,0,5,0,2
"6046",2019,64906,6,6,0,0,2,0,1
"6047",2019,65060,0,0,0,0,0,0,0
"6048",2019,65062,0,0,0,0,0,0,0
"6049",2019,67008,0,0,0,0,0,0,0
"6050",2019,67025,65,58,7,0,14,3,18
"6051",2019,68050,73,60,9,1,18,1,12
"6052",2019,69056,1,1,0,0,0,0,0
"6053",2019,73113,58,53,4,1,16,1,9
"6054",2019,74339,59,52,6,1,19,0,5
"6055",2019,76313,71,62,7,0,23,5,8
"6056",2019,77654,3,0,2,1,0,0,0
"6057",2019,78517,0,0,0,0,0,0,0
"6058",2019,78548,54,52,2,0,16,3,15
"6059",2019,60845,0,0,0,0,0,0,0
"6060",2019,61102,62,57,4,1,18,3,18
"6061",2019,61186,81,72,9,0,18,0,12
"6062",2019,64117,0,0,0,0,0,0,0
"6063",2019,65109,3,3,0,0,1,0,0
"6064",2019,65132,7,5,2,0,1,0,2
"6065",2019,65136,11,6,3,2,1,0,4
"6066",2019,65207,8,7,0,1,2,0,2
"6067",2019,66108,18,16,1,1,6,0,5
"6068",2019,69100,29,27,1,0,6,0,8
"6069",2019,69165,84,81,2,0,26,6,22
"6070",2019,71184,9,9,0,0,1,0,1
"6071",2019,72133,24,24,0,0,8,0,1
"6072",2019,76290,65,63,2,0,10,2,10
"6073",2019,77564,73,68,3,0,18,1,16
"6074",2019,78135,76,68,6,1,16,2,10
"6075",2019,78217,23,20,3,0,4,0,6
"6076",2019,78361,17,13,4,0,2,0,1
"6077",2019,79109,51,38,10,1,16,1,6
"6078",2019,79140,0,0,0,0,0,0,0
"6079",2019,79150,56,52,3,0,10,0,10
"6080",2019,79192,69,62,2,3,17,3,10
"6081",2019,79198,11,11,0,0,1,0,4
"6082",2019,79530,3,3,0,0,0,0,3
"6083",2019,79825,0,0,0,0,0,0,0
"6084",2019,60523,56,48,7,0,9,0,6
"6085",2019,61204,22,18,3,0,2,0,5
"6086",2019,61566,18,18,0,0,4,0,3
"6087",2019,62556,66,63,3,0,14,0,8
"6088",2019,63558,7,7,0,0,1,0,4
"6089",2019,63593,12,11,1,0,1,0,2
"6090",2019,64022,3,3,0,0,1,0,1
"6091",2019,64501,1,1,0,0,0,0,0
"6092",2019,65515,40,38,2,0,8,1,19
"6093",2019,65586,6,6,0,0,1,0,0
"6094",2019,66504,2,2,0,0,0,0,2
"6095",2019,66508,0,0,0,0,0,0,0
"6096",2019,67504,37,34,1,2,8,0,14
"6097",2019,67539,23,23,0,0,0,0,12
"6098",2019,68518,32,29,2,1,4,0,9
"6099",2019,68525,25,23,2,0,2,0,7
"6100",2019,69508,6,6,0,0,0,0,1
"6101",2019,69517,6,6,0,0,2,0,1
"6102",2019,69569,56,49,7,0,12,3,12
"6103",2019,71564,28,27,1,0,7,1,3
"6104",2019,75321,0,0,0,0,0,0,0
"6105",2019,76249,56,53,2,1,15,1,4
"6106",2019,76509,19,16,2,0,3,0,6
"6107",2019,77532,82,77,5,0,25,1,14
"6108",2019,78513,71,67,4,0,18,1,12
"6109",2019,60566,22,21,0,0,7,0,3
"6110",2019,62025,30,26,2,0,5,1,7
"6111",2019,62907,82,75,3,3,26,0,7
"6112",2019,62925,5,4,0,1,1,0,1
"6113",2019,62931,53,49,4,0,18,2,14
"6114",2019,62934,64,55,3,0,15,3,13
"6115",2019,63920,18,15,2,0,4,0,2
"6116",2019,63963,28,25,2,1,7,1,7
"6117",2019,64984,63,60,1,0,14,0,10
"6118",2019,65905,6,5,1,0,3,0,1
"6119",2019,66917,12,11,0,1,3,0,0
"6120",2019,68912,13,12,1,0,1,0,2
"6121",2019,69901,69,64,4,0,15,5,10
"6122",2019,73306,36,29,4,1,7,1,7
"6123",2019,74465,41,30,8,1,1,1,8
"6124",2019,76232,70,58,8,3,17,3,5
"6125",2019,76849,75,69,4,0,22,1,7
"6126",2019,78122,12,9,3,0,3,0,3
"6127",2019,78813,65,59,5,0,13,2,10
"6128",2019,61208,9,8,0,0,1,0,2
"6129",2019,62234,47,42,2,0,7,0,7
"6130",2019,62244,65,57,3,3,19,0,7
"6131",2019,63202,1,1,0,0,1,0,0
"6132",2019,63257,50,41,7,0,10,1,5
"6133",2019,63440,16,14,2,0,4,0,6
"6134",2019,63559,9,7,2,0,0,0,4
"6135",2019,64086,2,2,0,0,0,0,1
"6136",2019,66203,3,3,0,0,0,0,0
"6137",2019,66291,0,0,0,0,0,0,0
"6138",2019,67207,7,7,0,0,2,0,3
"6139",2019,69207,0,0,0,0,0,0,0
"6140",2019,69209,87,75,10,2,22,0,5
"6141",2019,74206,49,42,6,0,7,0,6
"6142",2019,75334,85,82,3,0,25,3,9
"6143",2019,76267,59,56,2,0,17,0,7
"6144",2019,77248,9,6,3,0,1,0,1
"6145",2019,78224,62,53,9,0,14,1,9
"6146",2019,79215,38,33,5,0,11,0,3
"6147",2019,79231,75,67,7,0,26,0,6
"6148",2019,79240,84,73,4,1,17,0,6
"6149",2019,79290,1,1,0,0,1,0,0
"6150",2019,61353,61,57,4,0,15,1,11
"6151",2019,61743,1,1,0,0,0,0,1
"6152",2019,61869,4,4,0,0,0,0,0
"6153",2019,62884,9,6,3,0,2,0,1
"6154",2019,62895,42,32,7,3,5,0,8
"6155",2019,63450,11,10,1,0,1,0,6
"6156",2019,63704,68,58,7,0,10,1,11
"6157",2019,65869,0,0,0,0,0,0,0
"6158",2019,66052,6,6,0,0,1,0,1
"6159",2019,66864,3,3,0,0,0,0,2
"6160",2019,67872,72,58,13,1,20,6,15
"6161",2019,69804,0,0,0,0,0,0,0
