"","year","P_ID","PA","AB","HIT","H2","H3","HR","SB","CS","SF","BB","HP","KK","GD"
"5271",2019,67539,23,23,0,0,0,0,0,0,0,0,0,12,0
"5272",2019,68518,32,29,4,0,0,0,0,0,0,2,1,9,2
"5273",2019,68525,25,23,2,0,0,0,0,0,0,2,0,7,0
"5274",2019,69508,6,6,0,0,0,0,0,0,0,0,0,1,0
"5275",2019,69517,6,6,2,1,0,0,0,0,0,0,0,1,0
"5276",2019,69569,56,49,12,3,0,3,0,0,0,7,0,12,2
"5277",2019,71564,28,27,7,1,0,1,0,0,0,1,0,3,2
"5278",2019,75321,0,0,0,0,0,0,0,0,0,0,0,0,0
"5279",2019,76249,56,53,15,6,0,1,1,1,0,2,1,4,2
"5280",2019,76509,19,16,3,1,0,0,0,0,1,2,0,6,0
"5281",2019,77532,82,77,25,8,0,1,1,1,0,5,0,14,0
"5282",2019,78513,71,67,18,6,0,1,1,0,0,4,0,12,4
"5283",2019,60566,22,21,7,0,0,0,3,0,0,0,0,3,0
"5284",2019,62025,30,26,5,0,0,1,0,0,0,2,0,7,0
"5285",2019,62907,82,75,26,1,2,0,1,1,0,3,3,7,0
"5286",2019,62925,5,4,1,0,0,0,0,0,0,0,1,1,0
"5287",2019,62931,53,49,18,3,2,2,0,1,0,4,0,14,0
"5288",2019,62934,64,55,15,2,0,3,1,0,0,3,0,13,0
"5289",2019,63920,18,15,4,0,0,0,0,0,1,2,0,2,0
"5290",2019,63963,28,25,7,1,0,1,0,0,0,2,1,7,0
"5291",2019,64984,63,60,14,2,1,0,2,1,0,1,0,10,0
"5292",2019,65905,6,5,3,1,0,0,3,1,0,1,0,1,0
"5293",2019,66917,12,11,3,0,0,0,0,2,0,0,1,0,0
"5294",2019,68912,13,12,1,0,0,0,0,0,0,1,0,2,0
"5295",2019,69901,69,64,15,5,0,5,0,0,1,4,0,10,2
"5296",2019,73306,36,29,7,2,0,1,0,0,0,4,1,7,1
"5297",2019,74465,41,30,1,0,0,1,0,0,0,8,1,8,0
"5298",2019,76232,70,58,17,5,0,3,2,0,1,8,3,5,4
"5299",2019,76849,75,69,22,2,0,1,5,0,1,4,0,7,3
"5300",2019,78122,12,9,3,0,0,0,0,0,0,3,0,3,0
"5301",2019,78813,65,59,13,2,0,2,1,0,1,5,0,10,2
"5302",2019,61208,9,8,1,0,0,0,0,0,0,0,0,2,0
"5303",2019,62234,47,42,7,0,0,0,5,0,2,2,0,7,1
"5304",2019,62244,65,57,19,0,0,0,1,0,1,3,3,7,0
"5305",2019,63202,1,1,1,0,0,0,0,0,0,0,0,0,0
"5306",2019,63257,50,41,10,2,0,1,1,0,1,7,0,5,2
"5307",2019,63440,16,14,4,0,1,0,0,0,0,2,0,6,0
"5308",2019,63559,9,7,0,0,0,0,0,0,0,2,0,4,0
"5309",2019,64086,2,2,0,0,0,0,0,0,0,0,0,1,0
"5310",2019,66203,3,3,0,0,0,0,0,0,0,0,0,0,0
"5311",2019,66291,0,0,0,0,0,0,0,0,0,0,0,0,0
"5312",2019,67207,7,7,2,0,0,0,3,0,0,0,0,3,0
"5313",2019,69207,0,0,0,0,0,0,1,2,0,0,0,0,0
"5314",2019,69209,87,75,22,2,0,0,0,0,0,10,2,5,3
"5315",2019,74206,49,42,7,1,0,0,0,0,0,6,0,6,2
"5316",2019,75334,85,82,25,3,0,3,0,0,0,3,0,9,0
"5317",2019,76267,59,56,17,2,0,0,0,0,1,2,0,7,1
"5318",2019,77248,9,6,1,0,0,0,1,0,0,3,0,1,0
"5319",2019,78224,62,53,14,3,0,1,1,0,0,9,0,9,0
"5320",2019,79215,38,33,11,2,0,0,0,0,0,5,0,3,1
"5321",2019,79231,75,67,26,4,1,0,5,2,0,7,0,6,1
"5322",2019,79240,84,73,17,3,0,0,2,1,6,4,1,6,0
"5323",2019,79290,1,1,1,0,0,0,0,0,0,0,0,0,0
"5324",2019,61353,61,57,15,1,0,1,5,2,0,4,0,11,3
"5325",2019,61743,1,1,0,0,0,0,0,0,0,0,0,1,0
"5326",2019,61869,4,4,0,0,0,0,0,0,0,0,0,0,0
"5327",2019,62884,9,6,2,1,0,0,0,0,0,3,0,1,0
"5328",2019,62895,42,32,5,1,0,0,0,0,0,7,3,8,0
"5329",2019,63450,11,10,1,0,0,0,0,0,0,1,0,6,0
"5330",2019,63704,68,58,10,2,0,1,2,0,0,7,0,11,0
"5331",2019,65869,0,0,0,0,0,0,0,0,0,0,0,0,0
"5332",2019,66052,6,6,1,0,0,0,0,0,0,0,0,1,2
"5333",2019,66864,3,3,0,0,0,0,0,0,0,0,0,2,0
"5334",2019,67872,72,58,20,1,0,6,1,0,0,13,1,15,0
"5335",2019,69804,0,0,0,0,0,0,3,1,0,0,0,0,0
"5336",2019,69825,16,12,0,0,0,0,0,0,0,2,0,4,1
"5337",2019,71837,59,54,12,1,0,3,1,0,1,4,0,16,1
"5338",2019,73209,28,24,2,0,0,0,0,0,1,1,1,5,1
"5339",2019,74846,15,15,2,1,0,1,0,0,0,0,0,4,0
"5340",2019,75151,63,59,17,3,0,4,0,0,0,2,2,11,3
"5341",2019,75847,79,67,15,2,0,5,1,0,0,9,3,13,0
"5342",2019,76802,50,46,12,1,0,0,1,0,0,2,0,3,0
"5343",2019,76812,66,62,22,3,0,0,0,0,1,2,0,5,2
"5344",2019,76869,3,3,0,0,0,0,0,3,0,0,0,2,0
"5345",2019,77243,3,3,0,0,0,0,0,0,0,0,0,2,0
"5346",2019,79465,5,4,2,0,0,0,0,0,0,1,0,0,0
"5347",2019,61197,28,25,7,2,0,0,0,0,0,2,0,3,1
"5348",2019,61404,31,27,7,2,0,0,1,0,0,3,1,0,3
"5349",2019,62404,88,82,18,2,0,3,1,2,1,5,0,18,0
"5350",2019,62415,81,73,17,3,1,0,4,0,0,8,0,6,1
"5351",2019,64266,6,6,1,0,0,0,0,0,0,0,0,1,0
"5352",2019,64407,0,0,0,0,0,0,0,0,0,0,0,0,0
"5353",2019,64468,66,57,12,0,0,3,2,0,0,6,2,18,2
"5354",2019,64469,6,5,0,0,0,0,0,0,0,0,0,3,0
"5355",2019,64493,7,5,1,0,0,0,1,0,0,2,0,0,0
"5356",2019,64499,2,2,0,0,0,0,0,0,0,0,0,1,0
"5357",2019,64793,7,7,1,0,0,0,0,0,0,0,0,6,0
"5358",2019,66409,46,43,11,2,0,2,1,1,0,2,1,16,1
"5359",2019,66462,12,11,1,0,0,0,0,0,0,1,0,5,0
"5360",2019,67450,93,77,22,5,0,4,2,0,2,12,2,15,3
"5361",2019,68407,10,9,2,0,0,1,0,0,0,0,1,4,0
"5362",2019,69403,1,1,0,0,0,0,0,0,0,0,0,0,0
"5363",2019,69405,84,78,21,3,1,3,0,1,0,6,0,24,2
"5364",2019,69418,20,18,3,0,0,0,1,0,0,2,0,6,0
"5365",2019,69442,50,42,10,2,0,1,0,0,0,6,0,18,0
"5366",2019,69453,61,55,15,3,1,1,0,1,2,4,0,11,1
"5367",2019,72456,8,8,1,0,0,0,0,1,0,0,0,1,2
"5368",2019,74540,19,17,6,1,0,0,0,0,0,2,0,2,1
"5369",2019,75566,91,81,20,7,0,3,0,0,1,9,0,11,1
"5370",2019,79402,35,32,3,0,0,0,0,0,0,2,1,2,0
"5371",2019,62353,8,6,0,0,0,0,0,0,0,0,2,4,0
"5372",2019,62356,26,23,2,0,0,0,0,1,0,2,1,9,0
"5373",2019,64300,66,59,18,4,0,1,6,1,0,6,0,8,0
"5374",2019,64346,25,21,3,0,0,0,2,0,0,2,2,6,1
"5375",2019,65357,13,11,2,0,0,0,0,0,0,1,0,1,0
"5376",2019,65399,2,2,1,0,0,0,0,0,0,0,0,0,0
"5377",2019,65898,8,8,2,0,0,0,0,0,0,0,0,2,1
"5378",2019,66354,2,2,1,0,0,0,0,0,0,0,0,0,0
"5379",2019,67304,57,54,14,2,0,0,2,0,1,1,0,20,2
"5380",2019,67341,65,60,26,3,0,0,0,0,0,5,0,2,4
"5381",2019,68330,4,3,0,0,0,0,0,0,0,1,0,1,0
"5382",2019,68345,64,58,11,1,0,1,0,0,0,6,0,16,3
"5383",2019,75125,64,51,14,2,0,4,0,0,1,9,3,16,1
"5384",2019,78168,71,62,17,3,0,0,3,0,0,7,1,8,2
"5385",2019,79300,6,6,2,0,0,0,0,0,0,0,0,0,0
"5386",2019,79334,28,26,5,1,0,0,0,0,0,0,2,3,1
"5387",2019,79365,37,31,5,0,0,1,0,0,0,5,0,5,0
"5388",2019,79456,26,25,4,0,0,0,0,0,0,0,0,4,0
"5389",2019,60523,4,4,1,0,0,0,0,0,0,0,0,2,0
"5390",2019,61204,4,4,1,0,0,0,0,0,0,0,0,1,0
"5391",2019,62556,3,2,0,0,0,0,0,0,0,1,0,0,0
"5392",2019,63558,1,1,1,0,0,0,0,0,0,0,0,0,0
"5393",2019,67539,1,1,0,0,0,0,0,0,0,0,0,0,0
"5394",2019,68518,3,3,0,0,0,0,0,0,0,0,0,1,0
"5395",2019,69508,3,3,1,0,0,0,0,0,0,0,0,1,0
"5396",2019,71564,4,4,2,0,0,0,0,0,0,0,0,0,0
"5397",2019,72546,1,1,0,0,0,0,0,0,0,0,0,1,0
"5398",2019,76249,4,4,1,0,0,0,0,0,0,0,0,1,0
"5399",2019,76509,1,1,0,0,0,0,0,0,0,0,0,1,0
"5400",2019,77532,5,5,2,0,0,0,0,0,0,0,0,0,0
"5401",2019,78513,3,3,0,0,0,0,0,0,0,0,0,0,0
"5402",2019,60566,1,1,0,0,0,0,0,0,0,0,0,0,1
"5403",2019,62907,4,4,3,0,0,0,0,0,0,0,0,0,0
"5404",2019,62931,4,4,2,0,0,0,0,0,0,0,0,0,0
"5405",2019,62934,4,4,2,1,0,0,0,0,0,0,0,1,0
"5406",2019,63920,1,1,0,0,0,0,0,0,0,0,0,0,0
"5407",2019,63963,1,1,1,0,0,0,0,0,0,0,0,0,0
"5408",2019,64984,4,4,1,0,0,0,0,0,0,0,0,2,0
"5409",2019,65905,1,1,1,0,0,0,1,0,0,0,0,0,0
"5410",2019,66917,0,0,0,0,0,0,0,0,0,0,0,0,0
"5411",2019,68912,0,0,0,0,0,0,0,0,0,0,0,0,0
"5412",2019,69901,5,5,0,0,0,0,0,0,0,0,0,2,0
"5413",2019,73213,0,0,0,0,0,0,0,0,0,0,0,0,0
"5414",2019,73306,1,1,1,0,0,0,0,0,0,0,0,0,0
"5415",2019,74465,4,3,1,0,0,0,0,0,0,1,0,0,0
"5416",2019,76232,5,5,2,0,0,0,0,0,0,0,0,0,0
"5417",2019,76849,5,5,1,1,0,0,0,0,0,0,0,1,0
"5418",2019,78122,0,0,0,0,0,0,0,0,0,0,0,0,0
"5419",2019,78813,5,4,2,0,0,0,0,0,0,1,0,1,0
"5420",2019,62234,3,3,1,0,0,0,0,0,0,0,0,1,0
"5421",2019,62244,5,4,1,0,0,0,0,0,0,0,0,0,0
"5422",2019,63257,1,1,1,0,1,0,0,0,0,0,0,0,0
"5423",2019,63559,0,0,0,0,0,0,0,0,0,0,0,0,0
"5424",2019,67207,0,0,0,0,0,0,0,0,0,0,0,0,0
"5425",2019,69209,4,4,3,0,0,0,0,0,0,0,0,0,0
"5426",2019,69238,0,0,0,0,0,0,0,0,0,0,0,0,0
"5427",2019,74206,4,3,1,0,0,0,0,0,0,1,0,0,0
"5428",2019,75334,5,5,1,0,0,0,0,0,0,0,0,1,0
"5429",2019,76267,1,1,0,0,0,0,0,0,0,0,0,0,0
"5430",2019,78224,4,4,1,0,0,0,0,0,0,0,0,2,0
"5431",2019,79215,5,5,2,0,0,0,0,0,0,0,0,0,0
"5432",2019,79231,4,4,1,0,0,0,0,0,0,0,0,2,0
"5433",2019,79240,5,5,2,0,0,0,0,0,0,0,0,0,0
"5434",2019,79290,1,1,1,1,0,0,0,0,0,0,0,0,0
"5435",2019,62353,4,3,0,0,0,0,1,0,0,1,0,2,0
"5436",2019,62356,4,3,2,0,0,0,0,1,0,1,0,0,0
"5437",2019,64300,5,5,1,0,0,0,0,0,0,0,0,0,0
"5438",2019,65357,3,3,0,0,0,0,0,0,0,0,0,1,0
"5439",2019,65898,3,3,1,1,0,0,0,0,0,0,0,0,1
"5440",2019,66354,4,4,1,0,0,0,0,0,0,0,0,0,0
"5441",2019,67304,4,4,0,0,0,0,0,0,0,0,0,2,0
"5442",2019,67341,2,2,1,1,0,0,0,0,0,0,0,0,0
"5443",2019,68330,4,3,1,1,0,0,0,0,0,1,0,2,0
"5444",2019,75125,4,4,1,0,0,0,0,0,0,0,0,2,0
"5445",2019,78168,1,1,0,0,0,0,0,0,0,0,0,0,0
"5446",2019,79300,0,0,0,0,0,0,0,0,0,0,0,0,0
"5447",2019,79334,0,0,0,0,0,0,0,0,0,0,0,0,0
"5448",2020,60343,27,23,5,0,0,2,0,0,0,3,1,4,1
"5449",2020,61208,93,85,24,1,0,0,3,2,1,6,0,14,3
"5450",2020,62700,43,42,14,3,0,0,2,0,0,1,0,8,1
"5451",2020,63700,4,3,0,0,0,0,0,0,0,1,0,2,0
"5452",2020,63703,6,6,2,0,0,0,0,0,0,0,0,2,1
"5453",2020,64704,3,3,0,0,0,0,0,0,0,0,0,1,0
"5454",2020,66702,8,8,1,0,0,0,0,0,0,0,0,2,0
"5455",2020,66706,35,30,5,0,1,0,2,1,0,5,0,6,0
"5456",2020,68730,76,71,16,3,0,2,3,2,0,5,0,19,4
"5457",2020,68743,87,76,21,5,0,1,1,1,0,9,2,13,1
"5458",2020,69702,5,5,2,0,0,0,0,0,0,0,0,1,0
"5459",2020,69705,3,3,0,0,0,0,0,0,0,0,0,3,0
"5460",2020,69737,45,43,9,4,0,3,0,0,0,2,0,16,1
"5461",2020,71752,34,29,3,1,0,0,0,0,0,5,0,6,2
"5462",2020,73136,98,92,23,2,0,2,1,1,0,4,2,22,1
"5463",2020,74163,65,53,16,1,0,1,4,2,0,11,1,6,1
"5464",2020,74729,4,2,0,0,0,0,0,0,0,2,0,0,0
"5465",2020,76158,4,3,1,0,0,0,0,0,0,0,1,2,0
"5466",2020,76509,46,41,10,1,0,2,0,0,0,4,1,9,1
"5467",2020,76753,83,78,16,5,0,2,0,0,1,2,1,19,6
"5468",2020,78288,68,62,13,5,0,0,0,0,0,4,1,13,1
"5469",2020,78756,28,26,9,2,0,1,0,0,0,1,0,4,0
"5470",2020,79705,14,9,2,1,0,0,0,0,1,1,1,1,1
"5471",2020,62265,56,49,16,2,0,0,0,0,0,6,1,13,3
"5472",2020,62893,1,1,0,0,0,0,0,0,0,0,0,0,0
"5473",2020,62908,48,48,12,2,0,0,2,0,0,0,0,6,2
"5474",2020,63260,22,18,1,1,0,0,0,0,0,3,1,4,0
"5475",2020,63722,54,47,15,1,0,4,0,0,0,2,3,11,1
"5476",2020,64646,110,102,28,5,0,1,3,3,0,8,0,23,1
"5477",2020,65464,5,5,1,0,0,0,0,0,0,0,0,3,0
"5478",2020,65610,38,33,9,2,0,1,0,0,0,5,0,6,2
"5479",2020,66606,89,73,16,3,0,0,3,0,4,8,1,10,0
"5480",2020,66614,8,8,1,0,0,0,1,0,0,0,0,0,0
"5481",2020,66630,0,0,0,0,0,0,0,0,0,0,0,0,0
"5482",2020,67644,3,3,0,0,0,0,0,0,0,0,0,2,0
"5483",2020,69652,106,95,31,9,0,6,0,0,0,10,1,13,3
"5484",2020,72443,108,89,24,4,0,4,0,0,1,17,1,14,1
"5485",2020,73209,43,40,8,1,0,1,0,0,1,1,0,6,1
"5486",2020,78603,100,86,30,6,0,0,1,1,0,14,0,13,2
"5487",2020,78629,92,81,27,6,0,4,0,0,1,9,1,19,1
"5488",2020,78643,38,33,8,2,0,2,0,0,0,5,0,10,1
"5489",2020,79113,6,6,1,0,0,0,0,0,0,0,0,2,0
"5490",2020,79334,26,20,3,0,0,0,0,0,1,4,1,6,2
"5491",2020,50066,17,16,4,2,0,0,0,0,0,1,0,3,1
"5492",2020,60558,29,26,3,0,1,0,1,0,0,1,2,6,1
"5493",2020,62802,28,25,5,0,1,0,1,1,0,2,1,8,1
"5494",2020,64004,67,61,12,1,2,2,0,2,1,5,0,7,0
"5495",2020,64006,109,99,29,2,1,0,6,3,1,7,0,19,0
"5496",2020,64007,20,20,7,0,0,1,0,1,0,0,0,4,0
"5497",2020,64012,9,8,0,0,0,0,1,0,0,0,0,3,0
"5498",2020,64014,15,15,2,0,0,1,0,0,0,0,0,5,0
"5499",2020,64029,0,0,0,0,0,0,0,0,0,0,0,0,0
"5500",2020,64166,91,83,31,9,2,1,2,1,1,6,0,17,1
"5501",2020,64868,72,59,25,4,0,0,1,0,1,10,1,6,0
"5502",2020,64906,13,13,3,0,0,0,0,0,0,0,0,4,0
"5503",2020,65062,0,0,0,0,0,0,0,0,0,0,0,0,0
"5504",2020,67008,0,0,0,0,0,0,0,0,0,0,0,0,0
"5505",2020,67025,103,93,38,8,0,6,0,0,1,8,1,23,1
"5506",2020,68050,65,57,19,6,1,5,0,0,1,7,0,10,0
"5507",2020,69098,0,0,0,0,0,0,0,0,0,0,0,0,0
"5508",2020,73113,87,71,21,3,0,3,0,0,3,10,2,19,3
"5509",2020,74339,43,40,12,1,0,2,0,0,0,3,0,6,0
"5510",2020,76313,85,78,23,5,1,1,2,1,1,5,1,16,0
"5511",2020,77243,0,0,0,0,0,0,0,0,0,0,0,0,0
"5512",2020,78548,78,68,21,3,0,3,0,0,2,5,0,7,4
"5513",2020,50150,0,0,0,0,0,0,0,0,0,0,0,0,0
"5514",2020,50165,91,80,30,5,0,10,0,0,0,10,1,18,0
"5515",2020,61102,73,64,15,2,0,2,1,1,1,5,3,14,2
"5516",2020,61186,95,85,24,3,1,1,5,2,1,9,0,14,1
"5517",2020,63103,0,0,0,0,0,0,0,0,0,0,0,0,0
"5518",2020,64100,7,6,1,0,0,0,0,0,0,0,1,1,0
"5519",2020,64101,2,1,0,0,0,0,0,0,0,1,0,0,0
"5520",2020,65109,18,15,6,1,0,0,0,0,0,1,0,2,0
"5521",2020,65207,0,0,0,0,0,0,0,0,0,0,0,0,0
"5522",2020,66108,31,18,3,3,0,0,1,1,1,11,1,4,1
"5523",2020,69100,8,7,1,0,0,0,0,0,0,1,0,2,0
"5524",2020,71184,13,12,5,0,0,2,0,0,0,0,0,2,0
"5525",2020,72133,77,72,19,6,0,0,1,0,0,5,0,12,4
"5526",2020,73801,0,0,0,0,0,0,0,0,0,0,0,0,0
"5527",2020,75808,64,55,12,1,0,1,3,1,0,6,1,7,2
"5528",2020,76290,101,92,36,12,1,1,0,0,0,9,0,7,2
"5529",2020,77564,76,66,19,6,0,0,0,0,0,9,1,13,3
"5530",2020,78217,16,16,6,0,1,0,2,1,0,0,0,2,1
"5531",2020,79109,85,75,17,3,2,3,2,1,2,6,1,24,0
"5532",2020,79140,0,0,0,0,0,0,0,0,0,0,0,0,0
"5533",2020,79150,40,35,9,2,0,2,1,1,0,5,0,11,1
"5534",2020,79192,98,91,29,4,1,4,0,0,1,4,2,18,4
"5535",2020,50506,93,81,17,4,0,4,2,0,2,7,2,15,2
"5536",2020,60523,36,30,11,2,0,1,1,0,1,4,1,8,0
"5537",2020,61204,17,17,4,1,0,0,0,0,0,0,0,1,0
"5538",2020,61566,21,18,2,1,0,0,0,0,0,2,1,8,0
"5539",2020,62528,0,0,0,0,0,0,0,0,0,0,0,0,0
"5540",2020,62556,30,29,6,0,0,0,0,0,0,0,1,9,0
"5541",2020,62558,35,30,4,0,0,0,0,0,0,5,0,10,0
"5542",2020,65515,5,4,0,0,0,0,0,0,0,1,0,2,0
"5543",2020,68362,28,24,3,0,0,0,0,0,0,4,0,8,0
"5544",2020,68518,49,44,5,0,0,0,0,0,1,3,0,10,3
"5545",2020,68525,87,80,20,5,0,1,0,1,1,4,2,19,2
"5546",2020,71564,100,86,30,6,0,1,0,0,2,11,1,8,2
"5547",2020,76249,101,91,23,6,0,2,3,1,0,7,3,17,4
"5548",2020,77532,104,83,25,3,0,1,1,0,2,19,0,8,1
"5549",2020,78513,103,96,29,10,0,4,1,1,0,7,0,18,2
"5550",2020,79608,98,88,25,7,0,1,6,1,1,8,1,10,2
"5551",2020,50923,88,78,21,2,1,5,4,1,0,7,3,26,0
"5552",2020,60339,0,0,0,0,0,0,0,0,0,0,0,0,0
"5553",2020,60566,13,12,1,0,0,0,0,0,0,0,0,1,1
"5554",2020,61295,0,0,0,0,0,0,0,0,0,0,0,0,0
"5555",2020,62025,31,27,5,1,0,0,1,0,0,4,0,4,0
"5556",2020,62907,102,90,29,6,1,2,2,0,1,9,1,4,2
"5557",2020,62925,68,57,27,5,0,5,2,0,2,6,2,7,2
"5558",2020,62931,85,76,23,3,0,3,0,1,0,9,0,19,0
"5559",2020,62934,22,16,2,0,0,0,1,0,0,3,1,6,0
"5560",2020,62947,105,91,28,4,0,7,0,0,0,11,3,27,2
"5561",2020,63920,25,21,5,0,0,1,0,0,0,4,0,2,2
"5562",2020,63950,0,0,0,0,0,0,0,0,0,0,0,0,0
"5563",2020,63963,62,55,19,4,0,2,1,0,0,5,1,13,1
"5564",2020,64984,33,32,8,0,0,0,1,1,0,1,0,12,0
"5565",2020,64995,0,0,0,0,0,0,0,0,0,0,0,0,0
"5566",2020,66917,16,16,3,2,0,0,0,0,0,0,0,3,0
"5567",2020,69962,0,0,0,0,0,0,0,0,0,0,0,0,0
"5568",2020,69992,0,0,0,0,0,0,0,0,0,0,0,0,0
"5569",2020,69995,6,6,0,0,0,0,0,0,0,0,0,2,0
"5570",2020,74465,75,62,17,1,0,5,0,0,2,9,1,11,0
"5571",2020,76118,0,0,0,0,0,0,0,0,0,0,0,0,0
"5572",2020,76232,78,65,21,6,0,3,1,0,1,8,4,6,1
"5573",2020,76849,86,78,22,1,0,1,2,2,2,4,1,16,1
"5574",2020,78122,28,21,7,5,0,0,0,0,1,2,2,6,1
"5575",2020,78813,11,11,3,1,0,1,0,0,0,0,0,1,0
"5576",2020,50202,15,14,3,0,0,0,0,0,0,1,0,2,1
"5577",2020,62234,23,18,6,0,0,1,0,1,1,1,2,5,1
"5578",2020,62244,70,58,16,0,0,0,0,2,1,9,2,5,3
"5579",2020,62951,0,0,0,0,0,0,0,0,0,0,0,0,0
"5580",2020,63257,14,12,1,0,0,0,0,0,0,2,0,0,2
"5581",2020,63440,2,1,0,0,0,0,0,0,1,0,0,1,0
"5582",2020,67207,3,1,1,0,1,0,0,1,0,2,0,0,0
"5583",2020,69209,106,94,44,9,0,4,0,0,3,8,1,8,3
"5584",2020,71842,27,25,3,0,0,0,0,0,1,0,0,10,1
"5585",2020,74206,84,74,27,4,1,0,1,1,1,7,1,7,3
"5586",2020,75334,70,64,22,7,0,3,0,0,0,6,0,19,1
"5587",2020,76267,86,76,19,5,0,5,0,0,2,6,2,9,3
"5588",2020,77248,54,49,14,1,0,3,1,2,1,4,0,18,1
"5589",2020,78224,97,83,23,5,0,4,0,0,2,12,0,30,1
"5590",2020,79215,96,84,18,6,0,1,0,0,1,8,3,11,2
"5591",2020,79231,94,86,22,3,1,0,2,1,0,6,0,12,1
"5592",2020,79240,93,85,27,3,1,2,3,1,2,6,0,5,3
"5593",2020,50854,18,18,6,1,1,0,0,0,0,0,0,3,0
"5594",2020,61353,20,20,4,0,2,0,1,0,0,0,0,4,1
"5595",2020,61743,30,28,7,0,0,1,0,1,0,2,0,7,0
"5596",2020,61869,70,61,19,1,1,1,3,1,1,6,1,13,0
"5597",2020,61895,0,0,0,0,0,0,0,0,0,0,0,0,0
"5598",2020,62884,7,6,1,0,0,0,0,0,0,1,0,3,1
"5599",2020,62895,68,60,19,3,0,6,0,0,2,6,0,17,3
"5600",2020,63440,8,8,4,0,0,2,0,0,0,0,0,2,0
"5601",2020,63450,54,48,11,2,0,1,0,0,0,3,0,14,1
"5602",2020,63634,45,40,7,1,0,1,0,0,1,3,1,14,2
"5603",2020,63704,55,49,18,2,2,1,2,3,0,5,0,8,0
"5604",2020,64768,0,0,0,0,0,0,0,0,0,0,0,0,0
"5605",2020,65869,21,21,1,0,0,0,0,0,0,0,0,5,2
"5606",2020,66052,29,27,9,0,0,0,0,0,0,2,0,7,2
"5607",2020,67872,97,83,21,5,0,2,0,0,0,14,0,20,0
"5608",2020,68868,14,13,2,0,0,0,0,0,0,1,0,0,1
"5609",2020,69813,0,0,0,0,0,0,0,0,0,0,0,0,0
"5610",2020,69825,55,47,9,2,1,0,5,0,0,8,0,8,1
"5611",2020,71837,47,42,10,2,0,1,2,1,1,4,0,13,1
"5612",2020,74215,20,20,2,1,0,0,0,0,0,0,0,5,3
"5613",2020,75151,69,62,16,2,0,0,0,0,2,5,0,9,3
"5614",2020,75847,95,73,15,5,0,2,2,2,0,17,5,15,1
"5615",2020,76802,41,35,6,1,0,0,0,0,0,3,1,0,1
"5616",2020,76812,10,9,1,0,0,0,0,0,0,0,1,2,0
"5617",2020,76869,0,0,0,0,0,0,0,0,0,0,0,0,0
"5618",2020,77463,9,8,1,0,0,0,0,0,0,1,0,2,0
"5619",2020,50458,33,29,7,1,0,0,1,0,0,1,0,2,0
"5620",2020,50468,73,64,16,3,0,3,0,1,1,5,3,21,0
"5621",2020,60288,29,28,5,0,0,0,0,0,0,1,0,8,1
"5622",2020,61197,12,11,3,0,0,0,0,0,0,1,0,3,0
"5623",2020,61365,0,0,0,0,0,0,0,0,0,0,0,0,0
"5624",2020,61404,75,63,14,2,0,0,2,3,0,11,1,4,1
"5625",2020,62404,43,36,13,4,0,1,3,1,1,5,1,6,0
"5626",2020,62409,53,41,12,3,0,1,2,1,2,8,1,4,2
"5627",2020,62415,55,55,10,3,0,1,2,0,0,0,0,13,1
"5628",2020,63435,4,4,1,0,0,0,1,0,0,0,0,1,0
"5629",2020,64266,14,12,4,1,0,0,0,0,1,1,0,2,2
"5630",2020,64468,30,27,8,2,0,1,0,1,0,3,0,4,1
"5631",2020,64499,4,4,1,0,0,0,0,0,0,0,0,0,1
"5632",2020,65496,0,0,0,0,0,0,0,0,0,0,0,0,0
"5633",2020,66409,38,32,7,1,1,2,0,1,0,4,2,10,1
"5634",2020,66838,97,90,24,4,0,5,1,0,1,5,0,16,4
"5635",2020,67443,0,0,0,0,0,0,0,0,0,0,0,0,0
"5636",2020,69418,28,27,10,2,0,0,1,0,0,1,0,4,0
"5637",2020,69439,1,1,0,0,0,0,0,0,0,0,0,0,0
"5638",2020,69453,68,55,12,5,0,1,2,0,4,8,0,18,0
"5639",2020,74540,58,53,10,2,0,4,0,0,0,5,0,14,1
"5640",2020,75566,97,84,19,5,0,3,0,0,3,9,0,16,1
"5641",2020,79402,93,72,22,6,0,0,1,1,0,17,3,14,1
"5642",2020,50300,37,35,4,0,0,1,0,0,1,1,0,10,0
"5643",2020,62353,11,10,1,0,0,0,0,0,0,1,0,4,0
"5644",2020,62356,41,39,9,1,0,0,1,0,0,2,0,8,3
"5645",2020,62937,0,0,0,0,0,0,0,0,0,0,0,0,0
"5646",2020,63342,0,0,0,0,0,0,0,0,0,0,0,0,0
"5647",2020,63348,0,0,0,0,0,0,0,0,0,0,0,0,0
"5648",2020,64300,108,89,21,6,0,4,2,0,0,17,2,12,1
"5649",2020,64346,40,36,10,4,0,0,3,0,0,4,0,9,1
"5650",2020,64657,58,44,9,1,0,0,0,0,2,8,3,17,1
"5651",2020,65398,0,0,0,0,0,0,0,0,0,0,0,0,0
"5652",2020,65399,5,4,1,0,0,0,0,0,0,1,0,1,0
"5653",2020,65586,13,13,2,1,0,0,0,0,0,0,0,6,0
"5654",2020,65898,11,10,3,0,0,0,0,0,0,1,0,1,0
"5655",2020,66354,4,4,0,0,0,0,0,0,0,0,0,1,0
"5656",2020,67304,70,65,18,2,1,1,2,1,0,5,0,16,0
"5657",2020,67341,107,92,33,8,1,4,2,0,2,12,1,6,1
