"","year","month","T_ID","P_ID","PA","AB","RBI","RUN","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","ERR","LOB","P_AB_CN","P_HIT_CN","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","BAT_ORDER","HOME","AWAY","KBB","SB_rate"
"5177",2019,5,"HT",70410,52,48,5,5,15,2,0,0,0,0,1,0,3,0,0,5,1,2,14,15,5,2,0,1,0,2,2,3,0,2,1,5,6,7,1.66666666666667,0
"5178",2019,5,"HT",72443,115,100,14,16,32,11,0,5,0,1,0,1,14,1,0,10,3,0,27,24,5,6,0,6,0,3,3,3,3,2,1,4,15,12,0.714285714285714,0
"5179",2019,5,"HT",76368,11,10,1,3,3,0,1,0,1,0,0,0,1,0,0,4,0,0,3,2,0,0,0,0,0,0,2,3,0,2,0,7,2,5,4,1
"5180",2019,5,"HT",76849,92,78,5,9,17,2,2,0,1,1,3,1,9,1,1,13,3,0,21,16,1,6,0,6,0,3,3,3,3,2,1,1,15,12,1.44444444444444,0.5
"5181",2019,5,"HT",78603,96,82,10,13,24,4,0,1,2,1,2,2,10,0,0,4,1,2,22,14,3,6,0,4,0,3,3,3,3,2,1,2,13,12,0.4,0.666666666666667
"5182",2019,5,"HT",78629,35,31,4,3,3,1,0,2,0,0,0,0,3,0,1,8,0,0,1,7,0,3,0,3,0,2,2,3,2,2,0,5,9,8,2.66666666666667,0
"5183",2019,5,"HT",79113,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,5,2,2,0,0
"5184",2019,5,"HT",79608,110,103,17,10,34,6,0,1,1,1,0,0,7,0,0,10,1,0,22,34,13,6,0,6,0,3,3,3,2,2,1,3,14,12,1.42857142857143,0.5
"5185",2019,5,"KT",60343,6,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,2,0,0,1,1,0,0,0,0,0,8,1,3,0,0
"5186",2019,5,"KT",60558,110,91,7,17,22,4,0,1,4,1,3,0,14,0,2,18,1,2,20,22,6,3,5,0,2,3,0,3,3,2,3,2,11,13,1.28571428571429,0.8
"5187",2019,5,"KT",62802,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,4,0,0,3,0,0,0,0,4,2,0,0,7,4,5,0,0
"5188",2019,5,"KT",63448,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,2,0,3,0,0
"5189",2019,5,"KT",63450,11,10,1,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,2,7,1,0,1,0,0,1,0,0,0,1,1,5,3,1,3,0
"5190",2019,5,"KT",64004,103,94,7,12,32,5,0,0,2,1,1,0,5,0,3,13,1,0,21,20,4,3,5,0,2,3,0,4,3,2,3,1,12,13,2.6,0.666666666666667
"5191",2019,5,"KT",64006,42,37,4,7,10,3,0,2,1,0,2,0,1,0,2,10,0,3,10,4,1,2,6,0,1,3,0,3,3,2,3,9,11,12,10,1
"5192",2019,5,"KT",64007,10,8,2,1,2,0,0,0,0,0,0,1,1,0,0,2,0,0,3,3,1,1,2,0,1,1,0,0,0,0,0,1,1,4,2,0
"5193",2019,5,"KT",64012,11,9,1,7,4,0,0,0,0,1,0,0,1,0,1,1,0,0,7,2,1,0,6,0,0,0,0,3,3,2,3,1,8,9,1,0
"5194",2019,5,"KT",64166,9,8,1,1,2,0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,1,3,0,0,2,3,0,0,0,0,1,1,4,5,0,0
"5195",2019,5,"KT",64868,22,22,5,1,6,1,1,0,1,1,0,0,0,0,0,3,0,0,5,5,2,0,6,0,0,0,0,3,1,1,1,9,5,7,0,0.5
"5196",2019,5,"KT",64906,54,51,5,5,14,0,1,0,2,0,0,0,3,0,0,13,1,3,9,15,5,3,4,0,2,3,0,3,2,1,3,9,10,11,4.33333333333333,1
"5197",2019,5,"KT",65058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0
"5198",2019,5,"KT",67006,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,7,2,0,0,0
"5199",2019,5,"KT",67025,113,100,19,12,36,8,0,4,0,0,0,1,12,2,0,18,1,1,30,32,8,3,6,0,2,3,0,4,3,2,3,4,12,14,1.5,0
"5200",2019,5,"KT",68050,112,89,14,20,30,2,0,3,0,1,0,1,21,1,1,16,3,0,24,26,7,3,6,0,2,3,0,3,3,2,3,3,11,14,0.761904761904762,0
"5201",2019,5,"KT",73113,93,84,15,6,17,6,0,1,0,0,0,0,9,1,0,22,5,1,14,29,9,3,6,0,2,3,0,4,3,2,3,5,12,14,2.44444444444444,0
"5202",2019,5,"KT",74215,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,8,0,3,0,0
"5203",2019,5,"KT",74339,98,92,16,14,34,8,0,2,1,0,0,1,5,0,0,11,4,1,21,23,8,3,6,0,2,3,0,4,3,1,3,5,11,14,2.2,1
"5204",2019,5,"KT",76313,101,91,15,17,22,5,1,2,3,3,0,1,8,0,1,13,2,2,7,24,7,3,6,0,2,3,0,4,3,2,3,6,12,14,1.625,0.5
"5205",2019,5,"KT",77654,37,30,3,2,6,0,0,0,0,0,2,0,5,0,0,10,1,2,7,10,2,3,3,0,2,3,0,2,2,1,2,8,8,10,2,0
"5206",2019,5,"KT",78548,54,46,7,4,13,1,0,1,0,0,1,2,5,1,0,10,1,0,14,9,3,0,6,0,0,0,0,4,3,1,3,8,8,9,2,0
"5207",2019,5,"LG",61102,90,84,5,7,22,4,0,0,0,0,0,1,3,0,2,22,2,1,12,21,5,3,0,2,0,6,3,3,3,0,6,8,11,15,7.33333333333333,0
"5208",2019,5,"LG",61186,117,102,10,9,27,3,0,1,5,5,2,0,13,1,0,19,2,0,27,15,5,3,0,2,0,6,3,3,3,0,6,1,11,15,1.46153846153846,0.5
"5209",2019,5,"LG",64164,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,7,0,3,0,0
"5210",2019,5,"LG",65109,18,18,0,1,3,1,0,0,0,0,0,0,0,0,0,7,0,0,1,7,0,1,0,0,0,1,2,0,0,0,3,9,3,4,0,0
"5211",2019,5,"LG",65136,7,5,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,9,0,3,3,0
"5212",2019,5,"LG",65207,8,7,2,2,2,1,0,0,0,2,0,0,1,0,0,3,0,0,4,3,2,1,0,0,0,2,2,3,1,0,2,6,4,7,3,0
"5213",2019,5,"LG",66108,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,0,0
"5214",2019,5,"LG",69150,66,62,8,6,18,1,0,2,0,1,0,0,2,0,2,13,2,2,14,18,4,3,0,0,0,6,3,0,3,0,3,4,9,9,6.5,0
"5215",2019,5,"LG",71184,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,7,1,2,0,0
"5216",2019,5,"LG",71842,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,0,1,0,2,2,2,0,0,0,8,4,4,0,0
"5217",2019,5,"LG",72133,31,28,3,1,6,1,0,0,0,0,0,1,2,0,0,5,0,0,6,9,2,0,0,2,0,3,2,0,3,0,0,6,7,3,2.5,0
"5218",2019,5,"LG",76290,114,105,11,11,30,10,0,2,0,0,0,0,7,1,2,10,0,0,28,25,7,3,0,2,0,6,3,3,3,0,6,3,11,15,1.42857142857143,0
"5219",2019,5,"LG",77564,93,81,11,11,23,3,0,1,1,0,1,0,9,0,2,15,1,2,17,21,8,3,0,2,0,6,3,3,3,0,6,7,11,15,1.66666666666667,1
"5220",2019,5,"LG",78135,95,83,14,8,24,5,0,2,1,2,0,1,9,0,2,14,1,0,22,21,6,3,0,0,0,6,3,3,3,0,6,6,9,15,1.55555555555556,0.333333333333333
"5221",2019,5,"LG",78148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0
"5222",2019,5,"LG",78217,36,33,2,8,8,0,1,0,1,0,0,0,2,0,1,7,0,2,9,9,1,2,0,2,0,4,2,3,1,0,5,4,7,12,3.5,1
"5223",2019,5,"LG",78361,7,6,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,3,1,0,0,0,2,9,1,5,1,1
"5224",2019,5,"LG",79109,99,87,4,7,17,4,1,1,1,2,1,0,9,0,2,27,1,4,19,20,3,3,0,2,0,6,3,3,3,0,6,2,11,15,3,0.333333333333333
"5225",2019,5,"LG",79150,67,60,3,5,14,1,0,0,2,2,2,0,5,0,0,16,1,3,11,13,2,3,0,2,0,4,2,3,3,0,3,9,10,10,3.2,0.5
"5226",2019,5,"LG",79192,99,93,7,9,28,4,0,1,0,0,0,1,4,0,1,14,0,0,20,25,6,3,0,2,0,6,3,3,3,0,6,5,11,15,3.5,0
"5227",2019,5,"LG",79198,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,2,0,1,0,4,3,1,1,0,4,9,7,9,0,0
"5228",2019,5,"LT",60523,26,21,1,5,4,1,0,0,1,0,0,0,2,0,3,9,1,2,4,5,0,0,0,2,0,0,2,0,3,3,0,1,5,5,4.5,1
"5229",2019,5,"LT",60559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"5230",2019,5,"LT",61566,80,71,8,8,18,1,0,0,1,1,0,0,8,0,1,14,0,1,21,25,7,0,2,3,6,0,5,0,3,4,3,3,12,14,1.75,0.5
"5231",2019,5,"LT",62556,93,82,8,10,17,0,0,1,1,3,2,1,6,0,2,16,1,3,16,23,4,0,1,3,6,0,5,0,3,4,3,9,12,13,2.66666666666667,0.25
"5232",2019,5,"LT",62558,21,12,1,5,2,1,0,0,0,0,0,0,7,0,2,6,0,1,5,6,1,0,0,0,3,0,5,0,2,1,0,8,8,3,0.857142857142857,0
"5233",2019,5,"LT",63593,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1,3,0,0
"5234",2019,5,"LT",64022,28,28,0,3,6,2,0,0,0,0,0,0,0,0,0,12,0,3,5,0,0,0,1,3,2,0,2,0,3,3,1,8,7,8,0,0
"5235",2019,5,"LT",64501,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,0,2,1,0,6,3,3,0,0
"5236",2019,5,"LT",64504,84,69,8,9,16,1,0,0,0,0,2,1,12,0,0,11,0,1,19,17,7,0,3,2,6,0,4,0,3,4,3,7,11,14,0.916666666666667,0
"5237",2019,5,"LT",64718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0
"5238",2019,5,"LT",65515,99,92,10,13,22,5,2,1,2,0,1,1,4,0,1,34,1,3,18,18,4,0,3,3,6,0,4,0,3,4,3,1,12,14,8.5,1
"5239",2019,5,"LT",66508,7,7,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,1,0,0,0,0,0,2,0,2,0,0,2,4,0,0,0
"5240",2019,5,"LT",67539,51,45,3,4,7,0,0,0,0,0,1,1,3,0,1,21,1,2,6,14,1,0,3,3,5,0,2,0,0,4,3,8,6,14,7,0
"5241",2019,5,"LT",69508,9,9,2,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,2,1,0,0,2,0,2,0,0,0,0,0,3,5,2,5,0,0
"5242",2019,5,"LT",69517,15,15,4,3,6,1,2,0,0,0,0,0,0,0,0,3,0,0,2,4,3,0,0,2,0,0,2,0,3,0,0,1,5,2,0,0
"5243",2019,5,"LT",69530,64,52,10,13,13,2,1,0,3,0,0,1,11,1,0,10,0,2,9,21,9,0,0,2,3,0,5,0,3,2,0,1,9,6,0.909090909090909,1
"5244",2019,5,"LT",71564,121,107,31,18,41,9,0,7,0,0,0,0,11,0,3,10,5,0,28,28,11,0,3,3,6,0,5,0,3,4,3,4,12,15,0.909090909090909,0
"5245",2019,5,"LT",72523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0
"5246",2019,5,"LT",72546,28,23,3,6,10,1,0,0,0,0,2,2,1,0,0,4,0,1,5,4,2,0,3,0,3,0,3,0,0,1,0,7,4,6,4,0
"5247",2019,5,"LT",76249,30,22,3,6,11,1,0,1,2,1,0,0,7,0,1,2,0,1,10,7,3,0,0,0,3,0,3,0,0,1,0,1,4,3,0.285714285714286,0.666666666666667
"5248",2019,5,"LT",76509,44,41,3,4,12,4,0,0,1,0,1,0,2,0,0,7,1,1,9,11,2,0,3,3,6,0,2,0,0,4,3,2,7,14,3.5,1
"5249",2019,5,"LT",77463,44,43,10,2,11,2,0,2,0,0,0,0,1,1,0,11,1,0,8,21,5,0,3,0,6,0,3,0,0,2,3,7,6,11,11,0
"5250",2019,5,"LT",77532,117,107,16,13,29,4,0,2,5,1,0,1,8,0,1,20,4,1,23,31,9,0,3,3,6,0,5,0,3,4,3,5,12,15,2.5,0.833333333333333
"5251",2019,5,"LT",78513,121,108,16,18,36,6,0,3,2,1,0,0,11,0,2,15,2,0,22,35,9,0,3,3,6,0,5,0,3,4,3,6,12,15,1.36363636363636,0.666666666666667
"5252",2019,5,"LT",78566,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,2,3,4,1,5,2,0
"5253",2019,5,"NC",60566,54,43,3,5,9,0,0,0,2,2,6,2,2,0,1,5,4,1,9,10,1,0,3,0,3,4,0,3,5,2,1,9,13,8,2.5,0.5
"5254",2019,5,"NC",62025,19,18,5,3,6,0,0,1,0,0,0,1,0,0,0,2,0,2,3,5,2,0,0,0,1,3,0,0,2,0,0,5,5,1,0,0
"5255",2019,5,"NC",62907,117,106,7,25,42,5,0,0,5,1,1,0,10,0,0,11,2,5,26,20,7,0,3,0,3,5,0,3,6,3,3,1,15,11,1.1,0.833333333333333
"5256",2019,5,"NC",62921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0
"5257",2019,5,"NC",62925,47,44,10,6,11,3,1,1,1,0,0,0,2,0,1,8,2,0,9,16,4,0,1,0,3,3,0,3,4,0,3,7,11,6,4,1
"5258",2019,5,"NC",62931,103,96,20,17,30,9,0,6,0,0,0,1,5,1,1,21,1,2,17,19,9,0,3,0,3,4,0,3,6,3,3,3,14,11,4.2,0
"5259",2019,5,"NC",62934,79,68,6,9,16,4,0,0,1,1,3,1,6,0,1,15,1,1,13,12,3,0,3,0,3,5,0,3,6,3,3,9,15,11,2.5,0.5
"5260",2019,5,"NC",62947,14,12,3,4,5,2,0,1,1,0,0,0,2,0,0,3,0,0,3,3,1,0,1,0,0,2,0,0,0,0,0,2,1,2,1.5,1
"5261",2019,5,"NC",63260,8,7,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,5,1,0,0,0,1,1,0,0,0,0,1,1,0,3,3,0
"5262",2019,5,"NC",63903,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,2,0,0
"5263",2019,5,"NC",63963,110,90,7,8,21,3,0,0,1,0,1,1,14,0,4,19,6,2,30,24,5,0,3,0,3,5,0,3,6,3,3,6,15,11,1.35714285714286,1
"5264",2019,5,"NC",64984,84,81,15,11,25,2,4,3,4,1,0,0,3,0,0,13,1,0,23,29,8,0,2,0,2,4,0,3,6,3,3,2,13,10,4.33333333333333,0.8
"5265",2019,5,"NC",64995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0
"5266",2019,5,"NC",65964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0
"5267",2019,5,"NC",66917,27,26,2,3,6,0,1,0,1,1,0,1,0,0,0,6,0,0,2,7,0,0,0,0,2,2,0,2,5,0,2,9,9,4,0,0.5
"5268",2019,5,"NC",68904,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,3,3,0,0,0
"5269",2019,5,"NC",68912,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,1,2,0,2,1,0,1,4,5,2,0,0
"5270",2019,5,"NC",69950,113,102,17,11,25,4,0,3,1,0,0,2,8,0,1,22,0,4,26,36,10,0,3,0,3,5,0,3,6,3,3,5,15,11,2.75,1
"5271",2019,5,"NC",69969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0
"5272",2019,5,"NC",73213,66,58,3,11,19,2,1,1,0,0,2,0,3,0,3,8,2,0,13,16,4,0,3,0,1,4,0,3,4,3,3,7,12,9,2.66666666666667,0
"5273",2019,5,"NC",73306,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,2,0,0,2,0,0,0,1,0,1,2,3,2,0
"5274",2019,5,"NC",74465,60,50,14,7,19,4,0,3,0,0,1,2,7,1,0,9,0,1,16,16,5,0,2,0,1,5,0,1,2,3,0,3,8,6,1.28571428571429,0
"5275",2019,5,"NC",75867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0
"5276",2019,5,"NC",76118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,2,1,0,0
"5277",2019,5,"NC",76232,89,71,10,10,29,3,0,3,0,2,0,0,15,1,3,3,1,0,23,19,9,0,3,0,3,5,0,3,6,3,0,4,15,8,0.2,0
"5278",2019,5,"NC",76720,12,10,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,3,4,1,0,1,0,0,1,0,0,0,1,0,8,1,2,1,0
"5279",2019,5,"NC",76757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0
"5280",2019,5,"NC",78366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0
"5281",2019,5,"NC",78813,8,8,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,1,0,0,1,0,0,0,3,1,1,0,0
"5282",2019,5,"NC",79234,15,13,1,1,2,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,3,0,0,1,0,0,1,0,2,5,4,3,0,0
"5283",2019,5,"NC",79358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0
"5284",2019,5,"OB",61104,11,9,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,5,4,1,2,0,1,1,0,3,0,0,1,0,1,3,5,0,0
"5285",2019,5,"OB",61208,42,36,1,5,8,0,0,0,3,0,1,0,5,0,0,9,1,0,10,9,2,2,2,2,0,0,3,0,2,4,0,8,8,7,1.8,1
"5286",2019,5,"OB",62234,87,81,9,10,23,1,2,0,6,1,0,0,4,0,2,11,1,1,19,18,7,5,2,4,2,0,2,0,2,6,0,1,13,10,2.75,0.857142857142857
"5287",2019,5,"OB",62244,95,87,6,5,28,6,0,0,1,1,1,1,4,0,2,9,0,2,20,23,4,5,3,4,2,0,3,0,2,6,0,6,14,11,2.25,0.5
"5288",2019,5,"OB",63248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0
"5289",2019,5,"OB",63257,7,6,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,4,0,0,0,1,0,0,1,0,1,0,0,4,0,3,3,0
"5290",2019,5,"OB",63440,18,18,2,1,5,2,0,0,0,0,0,0,0,0,0,4,1,0,3,4,0,2,1,3,1,0,2,0,1,1,0,8,4,7,0,0
"5291",2019,5,"OB",64086,5,2,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,4,0,5,0.5,0
"5292",2019,5,"OB",64260,13,13,0,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,3,3,1,3,0,2,0,0,1,0,8,9,4,0,0
"5293",2019,5,"OB",67207,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,0,2,1,1,0,1
"5294",2019,5,"OB",69209,118,107,16,15,32,8,0,3,0,1,0,0,10,0,1,10,3,0,17,24,6,5,3,4,3,0,3,0,2,6,0,2,15,11,1,0
"5295",2019,5,"OB",69238,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,5,0,2,0,0,3,0,0,0,0,0,0,8,3,2,3,0
"5296",2019,5,"OB",70425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0
"5297",2019,5,"OB",74206,82,64,11,8,22,4,0,1,1,0,2,2,13,1,1,9,2,2,24,19,5,5,3,4,3,0,0,0,2,6,0,9,15,8,0.692307692307692,1
"5298",2019,5,"OB",75334,105,90,20,14,23,4,0,5,0,1,0,0,15,1,0,20,2,0,16,21,6,5,3,4,3,0,3,0,2,6,0,5,15,11,1.33333333333333,0
"5299",2019,5,"OB",76267,10,8,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,0,3,0,3,3,1,0,0
"5300",2019,5,"OB",77248,44,38,3,8,4,0,0,1,2,0,1,0,5,0,0,16,0,2,6,14,2,3,2,3,2,0,3,0,1,5,0,9,11,8,3.2,1
"5301",2019,5,"OB",78224,110,96,16,13,26,1,2,2,0,1,0,3,10,1,1,24,2,0,20,29,6,5,3,4,3,0,3,0,2,6,0,4,15,11,2.4,0
"5302",2019,5,"OB",79215,103,86,9,16,31,9,2,1,4,0,0,3,13,0,1,11,4,1,30,19,5,5,3,4,3,0,3,0,2,6,0,3,15,11,0.846153846153846,1
"5303",2019,5,"OB",79231,34,25,0,1,2,0,0,0,3,1,0,0,8,0,1,7,0,0,10,5,0,3,0,3,0,0,0,0,0,3,0,1,6,3,0.875,0.75
"5304",2019,5,"OB",79240,107,90,12,10,26,5,0,2,1,2,0,3,11,1,3,10,4,1,24,21,6,5,3,4,3,0,3,0,2,6,0,1,15,11,0.909090909090909,0.333333333333333
"5305",2019,5,"OB",79290,23,21,2,2,4,2,0,0,0,0,0,0,2,0,0,8,1,1,5,5,1,2,2,2,3,0,0,0,0,0,0,8,5,4,4,0
"5306",2019,5,"SK",61353,95,90,11,21,34,5,1,0,8,2,0,0,5,1,0,16,1,0,18,22,11,4,3,3,3,3,5,2,0,0,2,2,11,14,3.2,0.8
"5307",2019,5,"SK",61869,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0
"5308",2019,5,"SK",62802,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,0,0
"5309",2019,5,"SK",62884,24,24,2,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,8,1,2,2,0,2,0,2,2,0,0,0,8,4,6,0,0
"5310",2019,5,"SK",62895,98,81,12,12,24,2,0,3,0,0,0,0,11,1,6,26,2,1,20,15,4,4,2,3,2,2,6,2,0,0,2,2,11,12,2.36363636363636,0
"5311",2019,5,"SK",63450,19,14,1,1,1,0,0,0,1,1,0,1,4,0,0,7,0,0,2,2,0,0,0,2,3,0,3,0,0,0,0,8,2,6,1.75,0.5
"5312",2019,5,"SK",63704,76,68,2,9,16,0,0,0,4,1,1,0,7,0,0,15,0,0,10,11,2,3,3,0,3,3,5,2,0,0,2,1,7,14,2.14285714285714,0.8
"5313",2019,5,"SK",63895,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0
"5314",2019,5,"SK",64805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0
"5315",2019,5,"SK",66052,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,5,2,0,1,0
"5316",2019,5,"SK",66864,48,44,1,6,5,0,0,0,3,2,1,1,2,0,0,13,0,2,7,9,0,3,3,1,2,3,6,2,0,0,2,9,8,14,6.5,0.6
"5317",2019,5,"SK",67872,115,99,24,17,33,4,1,7,3,1,0,3,11,1,2,16,3,0,25,24,9,4,3,3,3,3,6,2,0,0,2,4,11,15,1.45454545454545,0.75
"5318",2019,5,"SK",68868,5,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,9,1,2,0,0
"5319",2019,5,"SK",71837,48,46,4,8,11,0,0,1,4,0,0,0,2,1,0,11,0,0,5,9,2,4,3,0,0,3,1,0,0,0,2,1,6,7,5.5,1
"5320",2019,5,"SK",73209,38,32,5,4,8,3,0,1,0,2,0,0,4,0,2,8,1,0,8,9,2,4,2,2,0,2,3,0,0,0,2,6,8,7,2,0
"5321",2019,5,"SK",75151,40,36,9,8,11,2,0,3,0,0,0,0,3,0,0,3,0,1,9,10,4,4,0,0,0,3,0,0,0,0,2,4,6,3,1,0
"5322",2019,5,"SK",75847,108,92,23,17,25,4,0,5,0,0,0,1,9,2,6,20,1,3,24,29,13,4,3,3,3,3,6,0,0,0,2,3,9,15,2.22222222222222,0
"5323",2019,5,"SK",76158,16,14,0,0,3,0,0,0,0,0,0,0,2,0,0,7,1,0,2,2,0,0,0,0,3,0,1,2,0,0,0,2,2,4,3.5,0
"5324",2019,5,"SK",76802,97,88,9,10,23,2,1,1,2,1,1,0,8,0,0,10,1,10,21,25,7,4,3,3,3,3,6,2,0,0,2,8,11,15,1.25,0.666666666666667
"5325",2019,5,"SK",76812,95,87,15,7,22,6,0,1,0,0,0,0,6,0,2,5,4,2,26,27,10,4,3,3,3,3,6,2,0,0,2,5,11,15,0.833333333333333,0
"5326",2019,5,"SK",76869,27,24,1,3,9,1,1,0,3,1,2,0,1,0,0,5,0,0,10,1,0,3,1,3,3,2,2,1,0,0,2,1,9,8,5,0.75
"5327",2019,5,"SK",77243,17,14,1,2,3,1,0,1,0,1,0,0,2,0,1,2,1,0,4,4,0,3,1,1,1,1,2,1,0,0,0,6,5,5,1,0
"5328",2019,5,"SK",79465,50,46,4,3,10,0,0,0,1,0,0,0,3,0,1,8,0,0,7,9,3,0,2,3,3,0,5,2,0,0,0,9,5,10,2.66666666666667,1
